Flow (l/min), Pressure (cmH2O), Volume (ml)

29.04,5.27,354.17
28.97,5.35,351.56
28.97,5.27,348.31
29.10,5.12,346.35
29.17,5.04,343.10
29.30,4.96,340.49
29.36,4.92,337.89
29.43,4.96,335.29
29.36,4.92,333.33
29.56,4.92,333.33
29.75,4.84,333.33
30.99,4.38,333.33
32.36,4.41,333.33
32.16,4.96,333.33
32.03,5.00,333.33
32.03,4.92,333.33
31.97,4.96,333.33
31.84,5.08,333.33
31.71,5.16,333.33
31.71,5.00,333.33
31.64,5.00,333.33
31.71,4.96,333.33
31.71,4.96,333.33
31.58,5.04,333.33
31.58,5.12,333.33
31.51,5.12,333.33
31.51,5.12,333.33
31.90,4.61,333.33
32.49,4.34,333.33
32.23,5.00,333.33
32.03,5.08,333.33
31.97,4.96,333.33
31.97,4.96,333.33
31.90,5.08,333.33
31.84,5.16,333.33
31.84,4.96,333.33
31.90,4.92,333.33
31.90,4.84,333.33
31.90,4.80,333.33
31.90,4.84,333.33
31.90,4.88,333.33
31.97,4.84,333.33
31.97,4.80,333.33
32.49,4.30,333.33
34.05,4.02,333.33
34.57,4.77,333.33
34.31,4.84,333.33
34.18,4.73,333.33
34.11,4.77,333.33
33.98,4.84,333.33
33.92,5.00,333.33
36.46,4.92,333.98
56.38,7.19,335.94
71.48,10.51,348.31
79.36,13.98,367.19
80.21,16.33,391.93
76.37,17.27,419.27
71.09,17.19,446.61
68.36,16.80,471.35
67.84,16.64,495.44
67.25,16.84,517.58
65.43,17.34,537.76
61.00,17.38,557.94
56.84,16.99,575.52
55.60,16.72,591.80
54.82,16.80,606.12
53.71,16.88,619.79
52.47,16.72,633.46
51.30,16.52,645.83
50.72,16.48,658.20
50.13,16.56,669.27
49.41,16.76,679.69
48.57,16.84,689.45
47.72,16.88,699.22
34.18,15.20,710.94
-1.17,10.16,710.94
-7.88,8.01,690.76
-9.05,6.72,666.02
-6.32,5.90,641.28
-2.80,5.35,617.84
0.46,5.16,595.05
4.04,5.16,574.87
5.99,5.16,555.99
7.94,5.04,539.06
10.29,5.00,522.79
12.76,5.04,508.46
14.32,5.08,494.79
15.36,5.08,482.42
16.28,5.04,471.35
17.51,5.04,460.29
18.62,5.04,449.87
20.44,4.84,441.41
