Flow (l/min), Pressure (cmH2O), Volume (ml)

26.82,4.53,333.33
29.69,4.53,333.33
30.66,5.00,333.33
29.62,5.59,333.33
27.60,5.98,333.33
24.41,6.02,333.33
21.88,5.66,333.33
19.08,5.82,333.33
14.91,5.94,333.33
12.30,5.55,333.33
11.78,5.12,333.33
12.63,4.84,333.33
14.13,4.80,333.33
15.30,4.84,333.33
16.67,4.92,333.33
17.51,4.88,333.33
19.01,4.88,333.33
20.31,4.96,333.33
20.70,5.12,333.33
20.44,5.20,333.33
20.38,5.12,333.33
20.96,4.84,333.33
22.27,4.73,333.33
23.37,4.92,333.33
23.96,5.00,333.33
24.61,5.00,333.33
25.20,5.00,333.33
26.04,4.96,333.33
26.95,4.96,333.33
28.26,4.88,333.33
29.04,4.96,333.33
29.30,5.08,333.33
29.10,5.23,333.33
28.65,5.35,333.33
28.19,5.35,333.33
27.60,5.43,333.33
26.89,5.47,333.33
26.63,5.27,333.33
25.98,5.39,333.33
25.46,5.27,333.33
25.39,5.08,333.33
25.78,4.96,333.33
26.76,4.84,333.33
27.99,4.80,333.33
29.49,4.65,333.33
30.92,4.49,333.33
32.42,4.30,333.33
34.05,4.10,333.33
35.55,3.98,333.33
46.22,4.77,337.89
54.62,6.56,345.05
59.44,7.89,357.42
62.30,8.52,374.35
62.63,9.14,391.93
60.48,9.26,410.81
58.66,8.83,429.04
57.75,8.52,446.61
57.62,8.48,462.89
57.49,8.55,479.17
57.03,8.52,494.79
56.84,8.44,511.07
56.77,8.28,526.69
56.97,8.24,542.32
57.23,8.48,557.94
57.10,9.06,572.27
54.95,9.84,585.29
48.31,10.23,596.35
39.19,9.77,604.17
24.67,8.32,607.42
13.80,7.62,598.96
7.23,6.64,585.94
4.88,5.94,569.66
5.53,5.47,552.08
7.62,5.20,535.16
9.18,5.08,518.88
11.91,4.92,503.91
14.71,4.96,490.89
16.67,5.04,479.17
17.58,5.12,468.10
18.62,5.04,458.33
19.66,5.04,448.57
20.83,5.08,440.10
21.61,4.96,432.29
24.15,4.84,425.78
25.72,5.12,419.27
26.24,5.16,414.06
26.76,5.04,410.16
27.80,4.92,406.25
29.10,4.88,402.99
29.69,4.96,400.39
30.01,4.96,398.44
30.34,4.96,395.83
30.40,4.96,393.88
30.47,5.04,391.93
30.27,5.27,389.32
29.62,5.43,386.72
28.65,5.47,383.46
27.93,5.43,380.21
28.19,5.04,378.26
28.19,5.12,374.35
27.73,5.47,369.79
27.02,5.51,365.89
26.04,5.47,361.33
25.13,5.39,356.12
24.28,5.27,350.91
23.57,5.20,345.05
23.83,4.96,339.19
24.61,4.88,333.33
25.65,4.88,333.33
26.30,5.04,333.33
26.43,5.12,333.33
26.30,5.16,333.33
26.37,5.12,333.33
26.89,4.77,333.33
28.19,4.77,333.33
28.45,5.08,333.33
28.13,5.20,333.33
28.06,5.20,333.33
27.99,5.20,333.33
27.86,5.27,333.33
27.54,5.31,333.33
27.41,5.27,333.33
27.34,5.16,333.33
27.54,5.04,333.33
27.60,5.00,333.33
27.80,5.00,333.33
27.80,4.96,333.33
28.06,4.92,333.33
28.84,4.69,333.33
30.86,4.30,333.33
32.03,4.41,333.33
32.75,4.30,333.33
34.24,4.02,333.33
38.02,3.79,333.33
50.65,4.80,341.80
58.66,6.72,351.56
62.63,8.20,366.54
63.22,9.18,383.46
60.16,9.45,401.69
57.10,9.14,419.27
55.01,8.79,434.90
54.10,8.52,449.87
54.17,8.28,464.19
54.82,8.09,479.17
55.40,7.81,494.14
55.66,8.09,508.46
55.66,8.20,522.79
55.47,8.05,538.41
55.60,7.97,553.39
55.60,7.81,568.36
55.66,7.77,583.33
56.64,7.42,599.61
62.37,7.70,616.54
66.60,8.32,635.42
68.62,9.02,656.90
67.84,9.45,679.04
64.58,9.38,701.17
62.30,9.02,722.01
60.48,8.55,742.19
60.68,8.16,761.07
61.65,8.52,778.65
61.13,9.10,795.57
59.05,9.65,811.85
53.97,10.04,826.82
47.01,10.16,837.24
36.65,9.80,844.40
19.08,8.16,844.40
10.42,7.30,833.98
5.99,6.41,819.01
5.73,5.70,802.73
7.75,5.31,785.81
8.79,5.27,769.53
9.70,5.27,753.26
9.83,5.27,737.63
10.87,5.04,723.31
12.17,5.04,708.33
11.85,5.23,694.01
11.52,5.16,679.69
11.65,5.04,665.36
11.91,5.04,651.04
11.85,5.08,636.72
11.72,5.04,622.40
12.11,4.92,608.07
13.09,4.84,594.40
14.52,4.84,581.38
15.89,4.96,569.66
16.60,5.04,557.94
16.60,5.04,546.88
16.67,4.92,535.81
18.23,4.77,525.39
20.51,4.80,516.28
20.96,5.23,507.16
20.18,5.39,498.05
19.34,5.27,488.93
18.88,5.20,479.82
18.75,5.16,470.05
18.82,5.16,460.94
18.82,5.08,451.17
19.21,4.96,442.06
20.25,4.84,432.94
21.88,4.92,424.48
22.59,5.12,416.67
22.14,5.23,409.51
21.68,5.16,401.69
21.94,4.92,394.53
23.83,4.65,388.02
25.39,4.84,382.16
26.04,5.08,376.95
25.91,5.12,371.74
25.98,5.04,367.19
26.37,4.92,362.63
27.21,4.84,358.07
