Flow (l/min), Pressure (cmH2O), Volume (ml)

4.17,5.00,592.45
7.29,5.04,574.22
9.44,5.08,557.29
10.68,5.08,542.32
11.98,5.04,527.34
13.67,5.04,513.67
15.10,5.00,501.30
17.71,4.92,490.23
19.21,5.27,479.82
19.01,5.39,470.05
20.96,5.04,466.80
21.55,5.08,458.33
22.07,5.08,450.52
22.72,5.04,443.36
23.24,5.12,436.85
23.18,5.20,429.69
23.18,5.23,422.53
23.24,5.16,416.02
24.48,4.88,410.81
26.04,5.08,404.95
26.30,5.35,399.09
26.43,5.23,395.18
27.15,5.04,391.28
28.13,5.08,387.37
28.19,5.23,383.46
27.93,5.39,379.56
27.73,5.47,375.65
26.82,5.82,370.44
24.87,5.90,365.23
22.53,5.78,359.38
20.96,5.55,352.21
20.64,5.23,344.40
21.42,4.96,337.24
23.63,4.77,333.33
25.52,5.04,333.33
25.52,5.43,333.33
24.54,5.55,333.33
23.83,5.43,333.33
23.96,5.16,333.33
24.48,5.00,333.33
25.39,4.96,333.33
26.63,4.96,333.33
27.54,5.04,333.33
27.93,5.08,333.33
28.39,4.96,333.33
29.04,4.84,333.33
30.01,4.73,333.33
31.18,4.53,333.33
32.75,4.14,333.33
35.81,3.83,333.33
55.92,5.70,338.54
72.01,10.12,348.31
80.73,13.75,367.84
81.77,16.21,393.23
77.34,17.03,421.88
72.79,16.88,449.87
71.81,16.68,476.56
71.29,16.68,501.95
69.73,16.60,526.69
68.03,16.60,550.13
67.25,16.80,572.92
66.08,16.88,594.40
64.65,16.84,615.89
63.02,16.60,636.72
62.30,16.21,657.55
63.15,16.48,676.43
62.63,16.80,695.31
60.87,16.76,714.19
59.83,16.76,732.42
58.98,16.80,749.35
58.14,16.91,765.63
56.71,17.03,781.90
47.01,15.86,798.18
6.58,10.66,807.29
-0.98,8.40,791.67
-4.04,7.30,770.18
-3.58,6.48,747.40
-0.98,6.05,725.26
1.43,5.90,703.78
4.49,5.70,684.24
5.99,5.82,665.36
5.60,5.86,646.48
5.92,5.66,628.91
6.64,5.51,611.33
7.29,5.35,593.75
8.66,5.27,577.47
9.90,5.20,561.85
11.65,5.08,546.88
13.80,5.04,533.20
15.69,5.08,520.83
21.35,5.16,460.94
20.83,5.39,452.47
19.79,5.35,443.36
19.60,5.12,434.90
20.31,4.96,426.43
21.35,4.96,417.97
22.14,5.04,410.16
22.46,5.04,402.99
22.98,4.92,396.48
24.22,4.92,389.97
25.33,5.08,383.46
25.46,5.23,378.26
25.26,5.31,372.40
25.07,5.27,367.19
25.20,5.16,361.98
25.85,5.00,357.42
25.91,5.20,351.56
25.85,5.31,346.35
25.59,5.27,341.15
25.65,5.23,336.59
25.78,5.20,333.33
25.85,5.12,333.33
26.11,4.96,333.33
27.15,4.92,333.33
28.19,4.92,333.33
28.58,5.00,333.33
28.84,5.08,333.33
28.84,5.12,333.33
28.84,5.16,333.33
28.84,5.08,333.33
29.30,4.73,333.33
30.21,4.73,333.33
30.34,4.88,333.33
30.66,4.73,333.33
31.71,4.41,333.33
33.33,4.14,333.33
36.98,3.83,333.33
59.77,5.35,341.80
77.60,9.88,355.47
86.07,14.06,376.95
85.35,16.48,405.60
78.71,17.27,436.20
71.35,16.80,464.84
71.68,16.45,490.89
71.48,16.76,515.63
69.60,16.84,539.71
68.55,16.64,564.45
66.86,16.72,586.59
65.76,16.84,608.72
64.19,16.80,629.56
62.11,16.80,649.74
60.42,16.80,667.97
59.24,16.68,686.20
57.94,16.33,703.78
58.40,16.05,720.70
59.11,15.98,738.28
59.57,16.02,755.21
60.09,16.21,772.79
60.09,16.29,790.36
50.52,14.96,809.90
12.96,9.80,821.61
10.81,6.88,814.45
9.90,6.25,800.78
12.17,5.47,787.76
16.60,5.00,776.04
21.74,4.92,766.93
25.85,4.96,760.42
28.65,4.92,756.51
30.21,4.96,754.56
30.60,5.16,751.95
29.56,5.70,748.70
27.08,6.21,744.14
21.55,6.52,736.98
15.89,6.21,727.86
12.11,5.78,716.15
10.16,5.39,701.82
10.09,5.08,686.85
10.61,4.96,671.88
10.03,5.20,656.25
9.64,5.08,640.63
9.96,4.96,625.00
10.61,4.96,610.03
11.33,5.04,595.05
11.46,5.04,580.08
12.11,4.92,565.76
13.48,4.84,552.08
15.63,4.77,539.71
17.64,4.88,528.65
18.88,5.08,518.88
19.14,5.08,509.11
19.53,5.00,500.00
20.70,4.88,490.89
23.11,4.80,483.72
24.35,5.20,477.21
24.02,5.35,470.70
23.50,5.35,464.19
23.05,5.27,457.68
22.92,5.16,451.17
22.98,5.12,444.01
23.50,4.96,437.50
24.74,4.92,431.64
25.98,5.00,426.43
26.56,5.12,421.22
26.50,5.23,416.67
26.30,5.23,412.11
26.30,5.16,407.55
26.56,5.04,402.99
27.54,4.77,399.09
28.65,4.84,395.18
28.39,5.27,391.93
27.67,5.47,388.02
26.11,5.63,382.81
23.96,5.63,377.60
22.40,5.39,371.09
21.74,5.12,363.93
22.46,4.84,356.77
24.28,4.73,350.26
26.43,4.73,345.05
27.73,4.88,341.15
28.19,5.00,337.24
28.32,5.04,333.98
28.52,4.96,333.33
29.23,4.77,333.33
30.92,4.41,333.33
31.38,4.69,333.33
31.38,4.73,333.33
31.58,4.65,333.33
31.90,4.61,333.33
32.36,4.49,333.33
32.88,4.49,333.33
33.59,4.30,333.33
34.70,4.10,333.33
43.75,4.02,335.94
67.45,7.70,343.10
79.56,11.88,359.38
84.24,15.47,382.16
80.27,17.07,410.81
74.67,17.30,439.45
71.29,16.64,467.45
72.27,16.76,492.19
70.57,17.27,516.93
67.45,17.19,540.36
64.91,16.95,563.15
64.32,16.72,583.98
64.19,16.60,605.47
64.45,16.60,625.65
64.26,16.52,647.14
64.32,16.48,667.32
64.39,16.45,688.15
64.58,16.48,708.98
64.39,16.80,729.17
64.00,16.99,749.35
63.09,16.99,768.88
62.37,16.88,789.06
61.00,16.80,807.94
32.10,13.75,827.47
2.41,7.97,828.13
2.28,7.19,809.90
3.19,6.13,792.32
7.03,5.43,776.04
