Flow (l/min), Pressure (cmH2O), Volume (ml)

27.28,5.23,333.33
27.41,5.16,333.33
27.73,5.00,333.33
28.32,5.00,333.33
28.78,5.04,333.33
28.97,5.00,333.33
29.23,4.96,333.33
29.62,4.84,333.33
30.53,4.57,333.33
31.97,4.34,333.33
32.36,4.73,333.33
32.29,4.73,333.33
32.42,4.57,333.33
32.49,4.61,333.33
32.55,4.65,333.33
32.55,4.73,333.33
32.62,4.65,333.33
32.94,4.45,333.33
33.46,4.49,333.33
33.85,4.49,333.33
27.80,5.27,334.64
27.93,5.20,333.33
27.99,5.08,333.33
28.13,5.00,333.33
28.32,4.96,333.33
28.58,4.96,333.33
28.78,4.96,333.33
28.97,4.92,333.33
29.69,4.69,333.33
30.99,4.61,333.33
31.32,4.84,333.33
31.32,4.80,333.33
31.58,4.73,333.33
31.90,4.73,333.33
32.03,4.77,333.33
31.97,4.88,333.33
31.97,4.92,333.33
31.97,4.84,333.33
32.03,4.84,333.33
32.10,4.77,333.33
32.23,4.65,333.33
32.94,4.53,333.33
33.79,4.45,333.33
34.57,4.30,333.33
36.20,4.10,333.33
47.46,4.84,338.54
55.79,6.52,347.66
61.26,7.77,360.68
62.63,9.18,376.30
59.70,9.73,393.88
55.99,9.49,410.16
53.65,9.02,425.78
52.15,8.79,439.45
51.37,8.71,451.82
50.52,8.63,463.54
50.13,8.44,475.91
50.13,8.36,486.98
50.59,8.32,498.70
50.85,8.32,510.42
50.72,8.40,521.48
50.72,8.48,533.20
50.78,8.48,544.92
50.78,8.48,555.99
50.78,8.55,567.71
50.85,8.48,579.43
50.85,8.55,591.15
50.52,9.10,600.91
50.26,9.18,611.98
49.87,8.98,623.70
49.48,8.83,635.42
49.22,8.79,645.83
48.63,9.10,655.60
47.66,9.65,664.06
43.88,10.23,670.57
33.14,10.16,674.48
15.89,8.55,672.53
5.34,7.38,659.51
1.24,6.33,641.93
1.24,5.59,622.40
3.13,5.12,603.52
5.47,4.92,584.64
8.53,4.88,567.06
11.33,4.84,551.43
14.58,4.84,538.41
16.73,5.08,526.04
17.32,5.20,514.97
17.58,5.04,504.56
19.47,4.92,495.44
21.09,4.96,486.33
22.92,5.08,478.52
23.37,5.20,471.35
23.50,5.04,465.49
23.83,4.96,458.98
24.80,4.92,453.13
25.91,4.96,447.92
26.82,5.00,443.36
27.60,5.08,438.80
27.86,5.08,434.90
27.93,5.08,431.64
27.99,5.04,427.73
28.32,5.00,424.48
29.04,4.80,421.88
30.14,4.69,419.92
30.34,5.00,417.32
30.47,5.08,414.71
30.53,5.04,413.41
30.53,5.08,411.46
30.40,5.12,409.51
30.34,5.20,406.90
30.34,5.20,404.95
30.40,5.04,403.65
30.40,5.00,401.69
30.60,4.88,399.74
30.79,4.80,398.44
31.12,4.77,397.14
31.58,4.80,395.83
31.84,4.80,394.53
32.03,4.80,393.88
32.16,4.77,393.23
32.62,4.57,392.58
33.79,4.34,391.93
34.11,4.77,391.93
33.98,4.92,391.93
33.98,4.92,391.93
33.85,5.00,391.93
33.79,5.16,391.93
33.46,5.27,391.93
33.01,5.39,389.97
32.81,5.35,389.97
32.62,5.39,389.32
32.49,5.39,389.32
32.49,5.35,388.67
32.36,5.47,388.67
32.10,5.55,387.37
31.90,5.59,386.72
31.64,5.59,385.42
31.64,5.47,384.77
31.97,5.08,384.77
31.77,5.31,383.46
31.51,5.55,381.51
31.58,5.47,380.21
31.58,5.47,378.91
31.45,5.55,377.60
31.25,5.66,376.30
30.86,5.78,374.35
30.66,5.66,373.05
30.40,5.70,371.09
30.34,5.66,369.14
30.47,5.47,367.84
