Flow (l/min), Pressure (cmH2O), Volume (ml)

20.12,5.00,472.66
20.70,5.12,464.19
20.64,5.12,455.73
20.83,4.96,447.27
21.55,4.88,438.80
22.53,5.04,431.64
22.85,5.12,424.48
22.72,5.16,417.32
22.72,5.16,410.16
22.53,5.12,402.99
22.53,5.12,395.83
22.92,5.08,388.67
23.05,4.96,382.16
23.63,4.96,375.65
24.41,5.00,369.14
25.13,5.08,363.28
25.07,5.08,358.07
25.26,5.08,352.86
25.20,5.04,347.01
25.46,5.04,341.80
25.72,5.00,336.59
26.43,4.92,333.33
27.34,5.00,333.33
27.73,5.16,333.33
27.80,5.20,333.33
27.73,5.08,333.33
28.32,5.00,333.33
29.23,4.96,333.33
29.75,4.92,333.33
30.53,4.77,333.33
32.03,4.49,333.33
33.66,4.34,333.33
35.09,4.10,333.33
43.68,4.38,336.59
53.78,6.17,344.40
59.11,7.66,356.12
60.94,8.75,371.09
59.31,9.26,387.37
55.99,9.06,404.30
54.36,8.63,419.92
54.10,8.28,434.24
54.82,8.09,449.22
55.14,8.36,462.89
54.95,8.52,477.21
54.95,8.52,491.54
54.75,8.67,505.21
54.69,8.75,519.53
54.30,8.87,533.20
53.58,8.79,546.88
52.99,8.44,561.20
52.80,8.20,574.87
53.06,8.09,588.54
53.58,7.93,602.21
53.91,7.77,615.89
54.10,7.81,629.56
54.10,7.97,643.23
53.97,8.13,656.90
53.97,8.36,669.92
53.71,8.63,682.29
53.26,9.02,694.66
49.74,9.84,705.08
42.51,9.96,712.89
30.92,9.18,717.45
17.19,7.89,714.19
9.38,7.23,702.47
5.60,6.52,686.85
4.62,6.09,668.62
4.62,5.82,650.39
5.21,5.70,631.51
6.25,5.55,613.93
7.94,5.39,597.01
9.64,5.35,580.73
11.13,5.31,565.10
11.65,5.31,550.78
12.57,5.23,537.11
13.09,5.16,523.44
15.04,5.12,511.07
17.12,5.08,499.35
18.16,5.23,488.93
18.29,5.27,478.52
18.10,5.16,468.75
18.42,5.00,458.98
19.53,4.92,449.87
20.70,5.04,440.76
21.03,5.16,432.29
20.90,5.08,423.83
21.22,5.00,416.02
21.94,4.92,408.20
23.37,5.00,401.04
23.96,5.12,394.53
23.83,5.20,388.02
23.89,5.16,381.51
23.83,5.12,375.65
23.83,5.08,369.14
24.15,5.04,363.28
25.39,4.96,357.42
26.43,5.16,352.21
26.30,5.35,347.01
