Flow (l/min), Pressure (cmH2O), Volume (ml)

53.19,1.99,333.33
53.26,2.03,333.33
53.39,2.11,333.33
53.19,2.07,333.33
53.39,2.03,333.33
53.32,2.03,333.33
53.39,2.03,333.33
53.32,2.03,333.33
53.32,1.99,333.33
53.26,1.95,333.33
53.45,2.07,333.33
53.39,2.11,333.33
53.26,2.23,333.33
53.39,2.23,333.33
53.32,2.23,333.33
53.39,2.27,333.33
53.26,2.42,333.33
53.26,2.38,333.33
53.45,1.99,333.33
53.26,1.91,333.33
53.39,1.95,333.33
53.32,1.91,333.33
53.39,2.03,333.33
53.32,2.07,333.33
53.39,2.03,333.33
53.32,1.99,333.33
53.39,1.99,333.33
53.39,1.99,333.33
53.32,2.03,333.33
53.32,1.99,333.33
53.39,1.99,333.33
53.39,1.95,333.33
53.32,1.95,333.33
53.32,1.99,333.33
53.32,1.99,333.33
53.39,1.95,333.33
53.26,1.95,333.33
53.32,2.03,333.33
53.26,2.15,333.33
53.32,2.03,333.33
53.39,2.03,333.33
53.32,1.99,333.33
53.32,1.99,333.33
53.39,1.99,333.33
53.26,1.99,333.33
53.39,2.03,333.33
53.26,1.99,333.33
53.32,1.99,333.33
53.32,1.99,333.33
53.26,1.91,333.33
53.32,1.88,333.33
53.26,1.99,333.33
53.32,2.15,333.33
53.32,2.15,333.33
53.39,2.15,333.33
53.26,2.15,333.33
53.39,2.11,333.33
53.32,2.11,333.33
53.32,2.07,333.33
53.39,1.99,333.33
53.32,1.95,333.33
53.39,1.88,333.33
53.39,1.80,333.33
53.32,1.76,333.33
53.39,1.72,333.33
53.26,1.72,333.33
53.26,1.68,333.33
53.45,1.60,333.33
53.39,1.52,333.33
53.26,1.45,333.33
53.32,1.48,333.33
53.39,1.41,333.33
53.26,1.41,333.33
53.39,1.45,333.33
53.26,1.52,333.33
53.32,1.56,333.33
53.39,1.56,333.33
53.26,1.64,333.33
53.45,1.72,333.33
53.39,1.80,333.33
53.26,2.03,333.33
53.26,2.27,333.33
53.39,2.42,333.33
53.39,2.62,333.33
53.39,2.77,333.33
53.39,2.89,333.33
53.39,3.09,333.33
53.32,3.16,333.33
53.32,3.13,333.33
53.39,3.05,333.33
53.52,2.93,333.33
53.39,2.97,333.33
53.26,3.01,333.33
53.39,2.85,333.33
53.26,2.66,333.33
53.32,2.54,333.33
53.19,2.46,333.33
53.32,2.34,333.33
53.32,2.34,333.33
53.19,2.30,333.33
53.39,2.27,333.33
53.32,2.27,333.33
53.32,2.27,333.33
53.32,2.23,333.33
53.32,2.23,333.33
53.32,2.19,333.33
53.32,2.19,333.33
53.39,2.19,333.33
53.39,2.19,333.33
53.39,2.15,333.33
53.32,2.19,333.33
53.39,2.19,333.33
53.39,2.11,333.33
53.39,2.19,333.33
53.26,2.30,333.33
53.26,2.30,333.33
53.26,2.30,333.33
53.32,2.23,333.33
53.32,2.23,333.33
53.32,2.27,333.33
53.39,2.30,333.33
53.32,2.30,333.33
53.32,2.30,333.33
53.39,2.42,333.33
53.39,2.38,333.33
53.32,2.15,333.33
53.26,2.11,333.33
53.32,2.11,333.33
53.26,2.11,333.33
53.26,2.11,333.33
53.32,2.11,333.33
53.39,2.11,333.33
53.45,2.11,333.33
53.39,2.11,333.33
53.32,2.07,333.33
53.32,2.03,333.33
53.26,1.99,333.33
53.39,1.95,333.33
53.39,1.88,333.33
53.26,1.88,333.33
53.45,2.11,333.33
53.39,2.15,333.33
53.39,2.15,333.33
53.39,2.07,333.33
53.39,1.99,333.33
53.32,1.84,333.33
53.19,1.76,333.33
53.26,1.76,333.33
53.32,1.76,333.33
53.39,1.76,333.33
53.19,1.72,333.33
53.39,1.68,333.33
53.32,1.64,333.33
53.39,1.64,333.33
53.32,1.64,333.33
53.39,1.64,333.33
53.32,1.64,333.33
53.32,1.68,333.33
53.32,1.72,333.33
53.32,1.76,333.33
53.32,1.80,333.33
53.39,1.95,333.33
53.32,2.30,333.33
53.26,2.58,333.33
53.32,2.73,333.33
53.26,2.73,333.33
53.39,2.66,333.33
53.32,2.66,333.33
53.32,2.70,333.33
53.32,2.58,333.33
53.26,2.42,333.33
53.26,2.34,333.33
53.39,2.34,333.33
53.32,2.30,333.33
53.32,2.34,333.33
53.26,2.38,333.33
53.45,2.34,333.33
53.39,2.30,333.33
53.32,2.30,333.33
53.39,2.30,333.33
53.39,2.27,333.33
53.39,2.30,333.33
53.32,2.34,333.33
53.39,2.38,333.33
53.32,2.46,333.33
53.39,2.54,333.33
53.45,2.50,333.33
53.26,2.38,333.33
53.32,2.27,333.33
53.26,2.19,333.33
53.39,2.15,333.33
53.32,2.11,333.33
53.26,2.11,333.33
53.39,2.11,333.33
53.32,2.11,333.33
53.39,2.07,333.33
53.26,1.95,333.33
53.32,1.88,333.33
53.32,1.76,333.33
53.45,1.76,333.33
53.39,1.80,333.33
53.32,1.88,333.33
53.32,1.91,333.33
53.26,1.91,333.33
53.26,1.91,333.33
53.32,1.91,333.33
53.32,1.91,333.33
53.26,1.95,333.33
53.39,1.95,333.33
53.45,1.91,333.33
53.39,1.88,333.33
53.32,1.80,333.33
53.39,1.76,333.33
53.26,1.76,333.33
53.32,1.76,333.33
53.26,1.76,333.33
53.32,1.84,333.33
53.39,1.99,333.33
53.45,1.99,333.33
53.39,2.03,333.33
53.39,2.15,333.33
53.45,2.23,333.33
53.39,2.11,333.33
53.32,1.99,333.33
53.39,1.95,333.33
53.39,1.91,333.33
53.26,1.91,333.33
53.19,1.95,333.33
53.32,1.99,333.33
53.39,2.07,333.33
53.32,2.11,333.33
53.45,2.15,333.33
53.32,2.27,333.33
53.32,2.27,333.33
53.45,2.19,333.33
53.39,1.95,333.33
53.39,1.84,333.33
53.39,1.80,333.33
53.39,1.80,333.33
53.32,1.84,333.33
53.26,1.91,333.33
53.26,1.88,333.33
53.39,1.91,333.33
53.39,1.91,333.33
53.26,1.91,333.33
53.39,1.88,333.33
53.32,1.91,333.33
53.32,1.88,333.33
53.32,1.91,333.33
53.32,1.88,333.33
