Flow (l/min), Pressure (cmH2O), Volume (ml)

28.58,4.96,343.10
28.78,4.80,340.49
29.30,4.73,337.24
29.69,4.73,334.64
29.95,4.80,333.33
29.95,4.84,333.33
29.88,4.92,333.33
30.08,4.77,333.33
30.47,4.65,333.33
30.53,4.88,333.33
30.34,5.08,333.33
30.08,5.20,333.33
29.69,5.16,333.33
29.69,5.12,333.33
29.82,4.88,333.33
30.60,4.49,333.33
32.16,4.14,333.33
33.98,3.95,333.33
39.13,3.95,333.33
61.33,6.88,340.49
75.00,11.41,352.21
79.30,14.88,372.40
77.28,16.02,399.74
74.22,16.09,427.08
72.01,15.94,454.43
70.51,15.66,480.47
70.31,15.51,505.21
70.38,15.55,529.95
69.60,15.63,554.04
69.47,15.55,578.13
69.14,15.51,602.21
68.36,15.63,625.65
68.23,15.86,648.44
66.99,16.17,670.57
64.71,16.37,691.41
61.39,16.37,710.94
58.59,16.29,729.17
55.86,16.48,744.14
47.98,17.30,754.56
31.90,17.03,759.77
26.17,16.84,755.86
7.36,14.77,751.95
-19.14,10.04,736.98
-18.36,7.27,708.98
-11.98,5.94,680.34
-4.56,5.20,654.95
2.28,4.92,632.81
8.40,5.04,614.58
10.87,5.27,598.31
11.20,5.35,583.33
12.30,5.20,569.01
13.93,4.88,556.64
16.67,5.04,544.27
17.38,5.39,532.55
16.54,5.43,521.48
16.60,5.16,511.07
17.90,4.84,501.30
20.18,4.80,491.54
22.14,4.92,483.72
23.24,5.12,475.91
23.11,5.16,469.40
23.37,5.08,462.89
24.15,4.96,456.38
25.33,5.00,450.52
25.78,5.16,445.31
25.72,5.31,439.45
25.91,5.16,434.90
25.78,5.23,429.69
25.65,5.39,424.48
25.26,5.47,418.62
24.87,5.47,413.41
24.67,5.31,408.20
24.74,5.16,402.99
25.33,4.96,397.79
26.43,4.84,393.23
27.47,4.88,388.67
27.99,5.00,384.77
28.26,5.08,380.86
28.19,5.12,377.60
28.19,5.16,374.35
28.19,5.12,370.44
28.39,4.88,367.84
28.39,5.00,364.58
28.26,5.12,360.68
28.13,5.23,356.77
27.99,5.27,353.52
27.86,5.23,349.61
27.73,5.20,346.35
27.86,5.04,343.10
28.06,4.88,339.84
28.52,4.73,336.59
29.36,4.69,333.98
29.95,4.69,333.33
30.14,4.84,333.33
29.95,4.96,333.33
29.88,5.00,333.33
30.14,4.77,333.33
29.95,4.96,333.33
29.75,5.12,333.33
29.69,5.23,333.33
29.43,5.23,333.33
29.17,5.16,333.33
29.10,5.12,333.33
29.23,4.96,333.33
29.43,4.80,333.33
29.82,4.69,333.33
30.47,4.61,333.33
31.18,4.53,333.33
31.97,4.41,333.33
32.88,4.26,333.33
34.44,3.83,333.33
46.03,3.75,336.59
67.71,8.28,343.10
78.84,12.42,359.38
81.58,15.51,382.81
75.39,16.72,409.51
68.68,16.09,436.20
70.12,15.47,462.24
71.42,15.59,486.98
71.22,15.74,511.72
71.09,15.98,536.46
69.86,16.21,560.55
67.97,16.29,583.98
66.15,16.05,607.42
64.84,15.74,629.56
65.30,15.27,651.69
65.69,15.78,671.88
64.32,16.45,691.41
60.68,16.64,710.29
55.73,16.84,725.91
48.37,17.07,737.63
37.63,16.95,744.14
29.23,16.72,744.14
26.95,16.88,740.23
-0.07,13.05,738.28
-18.49,8.98,718.75
-14.19,6.76,691.41
-7.88,5.70,665.36
-1.56,5.27,641.28
4.88,5.04,621.09
9.44,5.23,603.52
10.16,5.55,587.24
8.79,5.43,571.61
9.38,5.04,555.99
12.11,4.69,542.32
16.67,4.69,529.30
18.95,5.00,518.23
19.99,5.23,508.46
20.18,5.23,500.00
20.51,5.00,491.54
22.07,4.88,484.38
24.09,4.96,477.21
24.74,5.27,470.70
24.48,5.43,464.19
24.41,5.27,458.98
24.48,5.27,452.47
23.89,5.39,446.61
23.70,5.39,440.10
23.57,5.27,433.59
23.83,5.08,427.73
24.48,4.96,421.88
25.59,4.92,416.67
26.69,5.04,411.46
27.08,5.08,407.55
27.15,5.08,402.99
27.15,5.08,399.09
27.34,5.00,395.18
27.47,5.00,391.28
27.73,4.96,387.37
28.26,4.84,384.11
28.52,5.04,380.21
28.19,5.27,376.30
27.67,5.39,372.40
27.21,5.35,368.49
27.15,5.27,364.58
27.21,5.16,361.33
27.47,5.00,357.42
27.80,4.88,354.17
28.52,4.80,350.91
29.04,4.84,347.66
29.30,4.88,345.05
29.30,4.92,341.80
29.30,5.00,339.19
29.30,4.96,336.59
29.49,4.73,334.64
29.56,4.92,333.33
29.36,5.08,333.33
29.23,5.20,333.33
29.04,5.23,333.33
28.84,5.20,333.33
28.71,5.16,333.33
28.91,5.00,333.33
29.17,4.84,333.33
29.49,4.73,333.33
30.01,4.65,333.33
30.66,4.65,333.33
31.18,4.57,333.33
31.71,4.49,333.33
32.68,4.18,333.33
34.64,3.91,333.33
49.02,5.00,336.59
68.03,9.49,342.45
77.99,13.48,358.72
77.21,15.82,382.16
72.98,16.41,408.20
69.60,15.98,434.90
70.05,15.55,460.29
70.77,15.59,485.03
70.64,15.74,509.11
70.31,16.02,533.20
68.88,16.17,557.29
67.90,16.05,580.73
66.47,15.86,603.52
65.89,15.35,626.95
66.28,15.51,648.44
66.02,16.05,668.62
64.52,16.29,689.45
62.17,16.41,708.98
59.24,16.52,726.56
55.92,16.72,742.19
50.72,16.91,755.21
