Flow (l/min), Pressure (cmH2O), Volume (ml)

73.37,6.02,333.33
73.50,6.02,333.33
73.44,6.02,333.33
73.37,5.98,333.33
73.24,5.98,333.33
73.24,5.94,333.33
73.37,5.94,333.33
73.50,5.94,333.33
73.44,5.94,333.33
73.31,5.90,333.33
73.44,5.90,333.33
73.63,5.90,333.33
73.57,5.90,333.33
73.24,5.86,333.33
73.24,5.86,333.33
73.37,5.90,333.33
73.44,5.90,333.33
73.44,5.90,333.33
73.57,5.94,333.33
73.11,6.02,333.33
73.05,5.98,333.33
73.37,5.98,333.33
73.18,5.98,333.33
73.18,6.02,333.33
73.11,5.98,333.33
73.31,5.98,333.33
73.11,5.98,333.33
73.50,5.98,333.33
73.37,6.02,333.33
73.37,6.02,333.33
73.24,6.02,333.33
73.31,6.02,333.33
73.31,5.98,333.33
72.92,6.02,333.33
73.24,6.02,333.33
73.24,6.02,333.33
73.37,5.98,333.33
73.57,6.02,333.33
73.44,6.02,333.33
73.50,5.98,333.33
73.37,5.98,333.33
73.31,5.94,333.33
73.24,5.94,333.33
73.37,5.90,333.33
73.31,5.90,333.33
73.31,5.90,333.33
73.24,5.86,333.33
73.31,5.82,333.33
73.63,5.82,333.33
73.37,5.82,333.33
73.44,5.82,333.33
73.57,5.78,333.33
73.37,5.82,333.33
73.50,5.82,333.33
73.57,5.82,333.33
73.37,5.82,333.33
73.44,5.90,333.33
73.44,5.98,333.33
73.24,5.98,333.33
73.18,5.98,333.33
73.31,5.98,333.33
73.31,6.02,333.33
73.18,5.98,333.33
73.05,6.02,333.33
73.18,6.02,333.33
73.50,6.02,333.33
73.11,6.02,333.33
73.44,5.98,333.33
73.57,5.98,333.33
73.24,5.98,333.33
73.37,6.02,333.33
73.57,6.02,333.33
73.63,5.98,333.33
73.63,6.02,333.33
73.31,6.02,333.33
73.31,5.98,333.33
73.11,5.94,333.33
73.18,5.94,333.33
73.44,5.90,333.33
73.37,5.86,333.33
73.18,5.86,333.33
73.37,5.86,333.33
73.31,5.82,333.33
73.18,5.82,333.33
73.31,5.82,333.33
73.57,5.82,333.33
73.18,5.82,333.33
73.11,5.82,333.33
73.37,5.82,333.33
73.11,5.82,333.33
73.57,5.78,333.33
73.31,5.82,333.33
73.50,5.78,333.33
73.31,5.82,333.33
73.44,5.82,333.33
73.18,5.82,333.33
73.24,5.82,333.33
73.11,5.86,333.33
73.37,5.94,333.33
73.57,5.98,333.33
73.18,6.05,333.33
73.44,6.05,333.33
73.31,6.02,333.33
73.57,6.05,333.33
73.50,6.05,333.33
73.50,6.02,333.33
73.31,6.02,333.33
73.31,6.02,333.33
73.44,6.02,333.33
73.57,6.02,333.33
73.11,6.02,333.33
73.37,6.02,333.33
73.11,6.02,333.33
73.37,6.02,333.33
73.31,6.02,333.33
73.24,6.02,333.33
73.50,6.05,333.33
73.31,6.05,333.33
73.44,6.02,333.33
73.18,6.02,333.33
73.24,6.02,333.33
73.37,6.02,333.33
73.18,6.02,333.33
73.24,6.02,333.33
73.31,6.05,333.33
73.11,6.02,333.33
73.37,6.02,333.33
73.37,6.02,333.33
73.63,6.02,333.33
73.24,5.98,333.33
73.11,5.98,333.33
73.44,5.94,333.33
73.44,5.94,333.33
73.11,5.94,333.33
73.31,5.90,333.33
73.18,5.90,333.33
73.31,5.90,333.33
73.50,5.90,333.33
73.18,5.86,333.33
73.18,5.90,333.33
73.44,5.86,333.33
73.63,5.86,333.33
73.18,5.86,333.33
73.11,5.86,333.33
73.31,5.90,333.33
73.31,5.94,333.33
73.18,5.98,333.33
73.44,6.02,333.33
73.24,6.05,333.33
73.57,6.09,333.33
73.44,6.09,333.33
73.37,6.05,333.33
73.31,6.05,333.33
73.11,6.02,333.33
73.44,6.02,333.33
73.37,6.02,333.33
73.31,6.02,333.33
73.44,6.02,333.33
73.37,6.02,333.33
73.24,6.02,333.33
73.18,6.02,333.33
73.37,6.02,333.33
73.50,6.02,333.33
73.63,6.02,333.33
73.24,6.02,333.33
73.31,6.02,333.33
73.57,6.02,333.33
73.44,6.02,333.33
73.37,5.98,333.33
73.24,5.98,333.33
73.50,5.98,333.33
73.37,5.98,333.33
73.50,5.98,333.33
73.24,5.98,333.33
73.57,5.94,333.33
73.44,5.90,333.33
73.24,5.86,333.33
73.24,5.86,333.33
73.37,5.86,333.33
73.31,5.86,333.33
