Flow (l/min), Pressure (cmH2O), Volume (ml)

53.39,3.01,333.33
53.32,2.73,333.33
53.26,2.70,333.33
53.26,2.66,333.33
53.32,3.09,333.33
53.32,2.81,333.33
53.39,2.89,333.33
53.39,2.93,333.33
53.32,2.81,333.33
53.32,2.77,333.33
53.32,2.89,333.33
53.32,3.13,333.33
53.32,2.62,333.33
53.26,2.70,333.33
53.52,3.09,333.33
53.45,2.54,333.33
53.39,2.70,333.33
53.26,3.09,333.33
53.39,2.73,333.33
53.39,2.38,333.33
53.32,2.93,333.33
53.32,3.44,333.33
53.45,2.77,333.33
53.32,2.89,333.33
53.26,3.20,333.33
53.52,3.05,333.33
53.26,2.62,333.33
53.32,2.42,333.33
53.26,2.97,333.33
53.32,2.62,333.33
53.26,2.66,333.33
53.32,2.73,333.33
53.26,2.89,333.33
53.26,2.93,333.33
53.45,2.66,333.33
53.32,2.73,333.33
53.39,2.93,333.33
53.39,3.24,333.33
53.45,3.13,333.33
53.39,3.16,333.33
53.19,3.13,333.33
53.26,2.93,333.33
53.32,2.73,333.33
53.32,2.54,333.33
53.32,2.50,333.33
53.45,3.01,333.33
53.26,2.27,333.33
53.39,2.30,333.33
53.26,3.13,333.33
53.39,2.62,333.33
53.32,2.11,333.33
53.26,2.58,333.33
53.39,2.97,333.33
53.32,2.46,333.33
53.45,2.15,333.33
53.26,2.81,333.33
53.45,2.66,333.33
53.32,2.38,333.33
53.39,2.50,333.33
53.32,2.93,333.33
53.39,2.85,333.33
53.32,2.46,333.33
53.45,2.42,333.33
53.39,2.73,333.33
53.39,2.73,333.33
53.32,2.54,333.33
53.32,2.46,333.33
53.19,2.97,333.33
53.39,2.81,333.33
53.32,2.62,333.33
53.32,2.62,333.33
53.32,2.85,333.33
53.32,3.16,333.33
53.39,2.81,333.33
53.45,3.20,333.33
53.26,3.55,333.33
53.39,2.93,333.33
53.39,2.34,333.33
53.39,2.70,333.33
53.32,3.55,333.33
53.39,2.89,333.33
53.32,2.58,333.33
53.39,2.97,333.33
53.32,2.97,333.33
53.26,2.58,333.33
53.26,2.58,333.33
53.32,2.97,333.33
53.32,2.46,333.33
53.26,2.46,333.33
53.45,2.66,333.33
53.39,2.85,333.33
53.32,2.19,333.33
53.39,2.34,333.33
53.39,3.05,333.33
53.39,2.54,333.33
53.45,2.19,333.33
53.32,2.30,333.33
53.39,3.09,333.33
53.32,2.30,333.33
53.32,2.11,333.33
53.19,2.58,333.33
53.39,3.01,333.33
53.19,2.23,333.33
53.32,2.42,333.33
53.39,2.89,333.33
53.32,2.89,333.33
53.39,2.42,333.33
53.32,2.19,333.33
53.32,2.66,333.33
53.45,2.81,333.33
53.39,2.50,333.33
53.39,2.54,333.33
53.32,2.97,333.33
53.32,3.09,333.33
53.26,2.58,333.33
53.45,2.73,333.33
53.32,3.36,333.33
53.39,2.70,333.33
53.32,2.30,333.33
53.32,2.93,333.33
53.32,2.85,333.33
53.32,2.46,333.33
53.26,2.70,333.33
53.32,2.89,333.33
53.45,2.50,333.33
53.39,2.70,333.33
53.26,2.89,333.33
53.32,2.70,333.33
53.32,2.42,333.33
53.26,3.24,333.33
53.32,2.77,333.33
53.39,2.50,333.33
53.32,2.66,333.33
53.32,3.24,333.33
53.32,2.58,333.33
53.39,2.81,333.33
53.32,3.40,333.33
53.39,3.05,333.33
53.32,2.70,333.33
