Flow (l/min), Pressure (cmH2O), Volume (ml)

33.92,4.49,333.33
33.92,4.53,333.33
33.79,4.61,333.33
33.72,4.77,333.33
33.72,4.84,333.33
33.85,4.73,333.33
33.85,4.69,333.33
33.66,4.88,333.33
33.59,5.00,333.33
33.53,5.08,333.33
33.46,5.20,333.33
33.33,5.31,333.33
33.20,5.47,333.33
33.01,5.59,333.33
32.81,5.55,333.33
32.62,5.55,333.33
32.42,5.51,333.33
32.42,5.47,333.33
32.36,5.47,333.33
32.23,5.43,333.33
32.29,5.39,333.33
32.16,5.35,333.33
32.16,5.35,333.33
32.16,5.35,333.33
32.10,5.39,333.33
32.16,5.35,333.33
32.36,5.04,333.33
32.36,5.08,333.33
32.29,5.16,333.33
32.29,5.20,333.33
32.23,5.20,333.33
32.23,5.27,333.33
32.16,5.31,333.33
32.03,5.43,333.33
32.03,5.43,333.33
32.10,5.39,333.33
32.03,5.39,333.33
32.03,5.39,333.33
32.03,5.35,333.33
32.03,5.35,333.33
31.97,5.35,333.33
31.97,5.35,333.33
31.90,5.35,333.33
31.90,5.39,333.33
31.90,5.35,333.33
32.03,5.12,333.33
32.23,4.92,333.33
32.10,5.04,333.33
32.10,5.04,333.33
32.10,5.04,333.33
32.10,5.08,333.33
31.97,5.16,333.33
31.97,5.23,333.33
31.90,5.27,333.33
31.90,5.23,333.33
31.97,5.23,333.33
31.90,5.27,333.33
31.90,5.27,333.33
31.90,5.23,333.33
31.97,5.20,333.33
32.03,5.16,333.33
32.03,5.16,333.33
32.03,5.16,333.33
31.97,5.20,333.33
32.16,5.04,333.33
32.29,4.80,333.33
32.23,4.88,333.33
32.16,4.96,333.33
32.16,4.96,333.33
32.10,5.04,333.33
31.97,5.08,333.33
31.97,5.16,333.33
32.03,5.23,333.33
31.97,5.23,333.33
31.97,5.23,333.33
31.90,5.23,333.33
31.97,5.23,333.33
31.97,5.20,333.33
31.97,5.20,333.33
32.03,5.12,333.33
32.03,5.12,333.33
32.10,5.08,333.33
32.03,5.08,333.33
32.03,5.08,333.33
32.23,4.92,333.33
32.42,4.65,333.33
32.36,4.73,333.33
32.29,4.77,333.33
32.23,4.77,333.33
32.29,4.80,333.33
32.23,4.84,333.33
32.16,4.96,333.33
32.03,5.04,333.33
32.10,5.04,333.33
32.10,5.00,333.33
32.16,5.04,333.33
32.10,5.00,333.33
32.16,4.96,333.33
32.16,4.92,333.33
32.29,4.88,333.33
32.16,4.88,333.33
32.23,4.88,333.33
32.16,4.92,333.33
32.16,4.92,333.33
32.29,4.77,333.33
32.55,4.49,333.33
32.49,4.57,333.33
32.42,4.65,333.33
32.42,4.65,333.33
32.42,4.69,333.33
32.36,4.73,333.33
