Flow (l/min), Pressure (cmH2O), Volume (ml)

73.18,5.39,333.33
73.44,5.39,333.33
73.44,5.31,333.33
73.31,5.23,333.33
73.18,5.16,333.33
73.31,5.12,333.33
73.44,5.08,333.33
73.31,5.04,333.33
73.05,4.96,333.33
73.05,5.00,333.33
73.37,4.96,333.33
73.24,4.92,333.33
73.24,4.92,333.33
73.37,4.92,333.33
73.44,4.92,333.33
73.24,4.92,333.33
73.05,4.92,333.33
73.37,4.92,333.33
73.44,4.92,333.33
73.11,4.92,333.33
73.44,4.96,333.33
73.24,4.96,333.33
73.18,5.00,333.33
73.11,5.16,333.33
73.18,5.27,333.33
73.31,5.47,333.33
73.31,5.66,333.33
73.44,5.90,333.33
73.31,5.94,333.33
73.63,5.86,333.33
73.37,5.78,333.33
73.44,5.70,333.33
73.44,5.66,333.33
73.50,5.63,333.33
73.44,5.63,333.33
73.50,5.63,333.33
73.50,5.59,333.33
73.50,5.63,333.33
73.31,5.55,333.33
73.37,5.59,333.33
73.37,5.55,333.33
73.37,5.51,333.33
73.37,5.51,333.33
73.11,5.51,333.33
73.24,5.47,333.33
73.05,5.47,333.33
73.44,5.43,333.33
73.37,5.43,333.33
73.37,5.43,333.33
73.31,5.43,333.33
73.37,5.43,333.33
73.50,5.43,333.33
73.24,5.35,333.33
73.11,5.39,333.33
73.31,5.39,333.33
73.31,5.39,333.33
73.31,5.35,333.33
73.37,5.31,333.33
73.44,5.27,333.33
73.31,5.27,333.33
73.37,5.23,333.33
73.05,5.27,333.33
73.50,5.27,333.33
73.44,5.23,333.33
73.24,5.23,333.33
73.37,5.23,333.33
73.44,5.20,333.33
73.44,5.20,333.33
73.44,5.16,333.33
73.50,5.08,333.33
73.37,5.08,333.33
73.31,5.04,333.33
73.11,5.04,333.33
73.31,5.04,333.33
73.37,5.00,333.33
73.05,5.00,333.33
73.05,5.00,333.33
73.31,4.96,333.33
73.18,4.96,333.33
73.18,4.96,333.33
73.50,4.96,333.33
73.44,4.96,333.33
73.44,5.00,333.33
73.57,5.00,333.33
73.63,4.96,333.33
73.70,4.96,333.33
73.31,5.00,333.33
73.44,5.00,333.33
73.31,4.96,333.33
73.18,5.08,333.33
73.37,5.12,333.33
