Flow (l/min), Pressure (cmH2O), Volume (ml)

21.48,5.16,426.43
21.94,5.16,418.62
22.27,5.16,410.81
22.72,5.16,403.65
23.57,5.08,397.14
25.33,4.88,391.93
27.60,4.92,387.37
27.80,5.35,382.16
27.60,5.47,378.26
27.60,5.39,375.00
27.47,5.39,371.09
27.41,5.47,366.54
27.28,5.47,362.63
27.47,5.27,359.38
27.80,5.08,356.12
28.26,5.04,352.86
28.52,5.12,348.96
28.58,5.12,346.35
28.52,5.12,343.10
28.58,5.08,339.84
28.91,4.88,337.24
30.53,4.49,335.29
31.05,4.84,333.33
30.73,5.16,333.33
30.60,5.08,333.33
30.60,5.04,333.33
30.47,5.16,333.33
30.27,5.23,333.33
30.08,5.12,333.33
30.21,4.96,333.33
30.40,4.84,333.33
30.60,4.84,333.33
30.53,4.88,333.33
30.53,4.92,333.33
30.60,4.96,333.33
30.66,4.84,333.33
31.38,4.41,333.33
32.81,4.38,333.33
32.88,4.96,333.33
32.62,5.00,333.33
32.62,4.88,333.33
32.55,5.00,333.33
32.42,5.16,333.33
32.29,5.23,333.33
32.36,5.04,333.33
32.42,4.92,333.33
32.42,4.92,333.33
32.42,4.96,333.33
32.36,5.08,333.33
32.29,5.16,333.33
32.29,5.12,333.33
32.42,4.88,333.33
33.07,4.34,333.33
33.72,4.80,333.33
33.07,5.20,333.33
32.75,5.00,333.33
32.68,5.00,333.33
32.55,5.12,333.33
32.42,5.23,333.33
32.36,5.16,333.33
32.42,5.00,333.33
32.49,4.88,333.33
32.55,4.84,333.33
32.62,4.80,333.33
32.62,4.80,333.33
32.75,4.69,333.33
40.89,4.77,335.29
63.09,7.42,341.15
79.56,10.78,358.07
85.42,14.69,380.86
83.53,16.80,408.85
77.60,17.23,439.45
73.70,16.76,468.10
73.57,16.64,495.44
72.66,16.91,521.48
70.96,16.91,546.88
69.53,16.80,571.61
67.90,16.76,595.70
66.34,16.80,617.84
64.39,16.84,638.67
62.83,16.84,658.85
61.46,16.88,678.39
59.70,16.95,695.96
57.94,16.99,712.89
54.56,17.50,727.21
44.99,17.42,738.28
38.54,16.91,744.14
37.57,16.99,747.40
35.16,16.95,749.35
11.00,13.48,753.26
-16.60,9.30,738.28
-17.25,6.99,710.29
-12.63,5.90,680.99
-8.53,5.35,653.65
-4.17,5.16,627.60
-0.26,5.16,604.17
2.54,5.16,583.33
5.34,5.16,563.80
8.20,5.04,546.22
11.26,5.12,530.60
12.17,5.35,515.63
11.85,5.23,501.30
12.57,5.04,488.28
13.93,5.00,474.61
15.17,5.08,462.24
15.95,5.00,450.52
17.58,4.88,440.10
19.73,4.92,430.34
21.94,5.00,421.22
23.05,5.12,414.06
23.50,5.16,407.55
23.96,5.20,401.04
24.61,5.20,394.53
25.72,5.12,389.32
27.60,4.84,386.07
28.65,5.12,381.51
28.26,5.43,377.60
28.06,5.39,374.35
27.99,5.35,371.09
27.93,5.39,367.19
27.80,5.47,363.28
27.73,5.35,360.03
27.99,5.16,356.77
28.26,5.04,353.52
28.65,5.04,350.26
28.78,5.08,347.01
28.84,5.08,344.40
28.84,5.08,341.15
28.91,5.00,338.54
29.56,4.65,336.59
31.18,4.49,334.64
31.18,5.00,333.33
30.86,5.12,333.33
30.73,5.00,333.33
30.73,5.04,333.33
30.60,5.16,333.33
30.34,5.23,333.33
30.34,5.00,333.33
30.47,4.88,333.33
30.73,4.80,333.33
30.86,4.84,333.33
30.79,4.88,333.33
30.79,4.92,333.33
30.79,4.92,333.33
30.99,4.73,333.33
32.23,4.26,333.33
33.27,4.65,333.33
32.94,5.08,333.33
32.68,4.92,333.33
32.68,4.92,333.33
32.55,5.04,333.33
32.42,5.20,333.33
32.29,5.16,333.33
32.42,4.96,333.33
32.49,4.88,333.33
32.49,4.88,333.33
32.42,5.00,333.33
32.36,5.08,333.33
32.29,5.12,333.33
32.36,5.04,333.33
32.75,4.57,333.33
33.85,4.38,333.33
33.98,4.92,333.33
33.66,4.80,333.33
33.92,4.38,333.33
34.77,4.22,333.33
42.58,4.26,335.94
64.26,7.34,343.10
80.08,10.70,360.03
86.98,14.30,384.77
86.26,16.52,414.06
81.25,17.27,445.96
75.46,16.99,476.56
74.54,16.60,504.56
74.48,16.76,531.90
72.98,16.91,558.59
71.22,16.84,584.64
69.47,17.11,608.07
65.76,17.23,630.86
61.33,17.03,651.04
59.18,16.88,669.27
57.03,17.07,685.55
53.26,17.30,699.22
48.11,17.19,710.94
44.86,16.84,720.70
43.49,16.80,727.86
41.93,16.91,733.72
39.91,16.99,738.28
37.37,16.84,742.19
11.52,13.44,746.74
-13.67,9.34,733.07
-15.89,7.07,706.38
-12.17,5.94,677.73
-8.46,5.47,650.39
