Flow (l/min), Pressure (cmH2O), Volume (ml)

73.44,5.39,333.33
73.24,5.55,333.33
73.50,5.70,333.33
73.44,5.78,333.33
73.44,5.90,333.33
73.18,5.90,333.33
73.18,5.66,333.33
73.11,5.47,333.33
72.92,5.39,333.33
73.18,5.31,333.33
73.31,5.23,333.33
73.18,5.27,333.33
73.11,5.35,333.33
73.24,5.47,333.33
73.57,5.59,333.33
73.44,5.63,333.33
73.31,5.63,333.33
73.44,5.63,333.33
73.37,5.59,333.33
73.11,5.59,333.33
73.37,5.55,333.33
73.57,5.55,333.33
73.24,5.51,333.33
73.44,5.43,333.33
73.57,5.35,333.33
73.57,5.31,333.33
73.31,5.27,333.33
73.11,5.23,333.33
73.31,5.27,333.33
73.44,5.35,333.33
73.24,5.39,333.33
73.18,5.31,333.33
73.24,5.27,333.33
73.18,5.23,333.33
73.31,5.20,333.33
73.24,5.16,333.33
73.31,5.27,333.33
73.31,5.43,333.33
73.50,5.55,333.33
73.05,5.55,333.33
73.05,5.51,333.33
72.98,5.39,333.33
73.24,5.35,333.33
73.50,5.31,333.33
73.44,5.27,333.33
73.44,5.27,333.33
73.31,5.43,333.33
73.24,5.63,333.33
73.24,5.47,333.33
73.37,5.55,333.33
73.11,6.05,333.33
73.37,6.09,333.33
73.31,5.78,333.33
73.31,5.78,333.33
72.98,5.78,333.33
73.50,5.78,333.33
73.31,5.78,333.33
73.44,5.70,333.33
73.44,5.74,333.33
73.37,5.70,333.33
73.31,5.70,333.33
73.44,5.70,333.33
73.37,5.63,333.33
73.50,5.51,333.33
73.18,5.59,333.33
73.37,5.70,333.33
73.31,5.70,333.33
73.05,5.59,333.33
73.37,5.55,333.33
73.50,5.74,333.33
73.18,5.74,333.33
73.18,5.82,333.33
73.37,6.13,333.33
73.24,6.17,333.33
73.24,5.98,333.33
73.24,5.35,333.33
73.37,5.35,333.33
73.24,5.51,333.33
73.24,5.55,333.33
73.50,5.55,333.33
73.50,5.59,333.33
73.44,5.63,333.33
73.63,5.66,333.33
73.57,5.70,333.33
73.24,5.63,333.33
73.37,5.63,333.33
73.24,5.63,333.33
73.63,5.63,333.33
73.31,5.63,333.33
73.31,5.63,333.33
73.37,5.63,333.33
73.57,5.63,333.33
73.31,5.59,333.33
73.24,5.55,333.33
73.50,5.47,333.33
73.37,5.39,333.33
73.24,5.27,333.33
73.44,5.20,333.33
73.44,5.20,333.33
73.37,5.20,333.33
73.50,5.16,333.33
73.24,5.35,333.33
73.05,5.86,333.33
73.44,5.90,333.33
73.11,5.43,333.33
73.11,5.78,333.33
