Flow (l/min), Pressure (cmH2O), Volume (ml)

69.79,7.23,730.47
74.74,8.09,754.56
74.74,9.22,779.30
69.14,9.57,804.04
62.76,9.18,826.82
58.85,8.48,846.35
58.59,8.13,863.93
58.01,8.44,880.21
56.90,8.75,895.18
54.23,9.26,908.85
47.98,9.77,919.27
34.57,9.69,925.13
14.84,8.05,922.53
5.21,7.15,908.85
1.30,6.21,891.28
1.95,5.55,871.74
2.73,5.43,851.56
4.43,5.04,832.68
8.01,4.77,815.10
7.62,5.35,796.88
6.84,5.27,779.95
7.49,5.00,763.02
8.98,4.92,746.74
9.57,4.96,730.47
11.91,4.73,715.49
13.09,4.92,701.17
14.58,4.92,688.80
17.06,4.88,677.08
18.03,5.20,666.02
18.16,5.20,655.60
18.23,5.08,645.83
19.92,4.96,636.72
22.85,4.80,628.91
23.57,5.51,620.44
22.14,5.66,613.28
21.29,5.39,606.12
21.68,5.16,598.96
22.59,5.00,591.80
24.09,5.04,585.29
24.48,5.16,578.78
24.15,5.23,572.92
23.89,5.20,566.41
23.76,5.08,560.55
24.28,4.92,554.69
25.13,4.88,548.83
26.63,4.84,544.27
28.06,4.96,539.71
27.86,5.43,535.16
26.69,5.59,530.60
25.59,5.47,526.04
25.07,5.20,521.48
25.72,4.84,516.93
27.08,4.77,512.37
28.06,4.88,508.46
28.26,5.16,504.56
27.93,5.27,500.65
27.47,5.35,496.74
27.08,5.35,492.84
26.76,5.27,488.28
26.95,5.08,485.03
26.95,5.04,480.47
27.02,4.96,476.56
27.60,4.88,472.66
28.58,4.77,469.40
29.10,5.00,466.15
28.84,5.27,462.24
28.19,5.35,458.98
27.67,5.31,455.08
27.67,5.16,451.82
27.99,4.92,449.22
28.32,4.88,445.31
28.65,4.88,442.06
28.78,4.96,438.80
28.84,5.08,435.55
28.71,5.12,432.94
28.58,5.12,429.69
28.52,5.08,426.43
28.65,4.96,423.83
28.97,4.80,420.57
29.43,4.73,417.97
30.21,4.69,416.02
30.86,4.73,414.06
31.25,4.65,412.11
32.23,4.41,411.46
33.46,4.22,410.81
34.70,4.10,411.46
38.93,3.91,334.64
51.11,5.59,340.49
55.21,8.01,347.66
55.66,8.67,360.03
55.40,9.02,374.35
52.41,8.71,388.67
50.98,8.13,402.34
51.37,7.73,415.36
52.41,7.54,428.39
52.86,7.38,441.41
54.36,7.19,455.73
60.16,7.73,470.05
62.30,8.71,486.33
59.70,9.02,503.91
56.90,8.59,521.48
56.38,7.85,539.06
58.01,7.50,555.99
58.98,7.50,572.92
59.70,7.66,589.84
60.48,7.85,607.42
60.87,8.16,624.35
61.00,8.52,641.93
59.96,8.79,659.51
57.75,8.95,675.78
55.14,8.98,691.41
52.93,8.98,705.08
49.48,9.38,716.15
42.97,9.80,723.31
29.23,9.18,727.21
15.10,7.81,722.01
7.23,6.91,709.64
4.69,6.09,693.36
5.47,5.47,675.78
8.59,5.00,659.51
9.38,5.27,643.23
9.70,5.27,626.95
10.55,4.92,612.63
10.29,5.16,597.01
10.55,5.00,582.03
12.57,4.65,568.36
14.32,4.84,554.69
16.02,5.00,542.32
17.19,4.92,531.25
17.97,4.96,520.18
19.53,4.88,511.07
21.29,4.92,502.60
23.31,4.96,494.79
23.37,5.39,486.98
21.94,5.59,479.82
20.38,5.35,472.01
21.16,4.84,464.84
23.44,4.49,458.33
25.78,4.69,452.47
26.76,5.08,446.61
25.98,5.51,440.76
24.28,5.51,435.55
22.98,5.31,429.04
23.05,4.96,423.18
24.48,4.65,417.97
26.37,4.65,412.76
27.60,4.84,408.20
27.86,5.12,403.65
27.60,5.20,399.74
27.47,5.16,395.83
27.67,5.04,392.58
27.80,4.96,388.67
27.93,4.96,385.42
28.71,4.77,382.16
30.21,4.53,380.21
31.58,4.45,378.91
32.94,4.30,377.60
34.57,4.10,378.26
38.93,4.06,334.64
50.39,5.70,339.84
55.21,7.97,347.01
54.30,9.06,358.07
51.69,9.41,370.44
47.33,8.83,382.81
46.22,7.97,393.88
47.85,7.54,404.30
48.50,7.46,414.06
49.41,7.38,424.48
54.23,8.01,435.55
54.95,8.71,447.92
53.71,8.67,462.24
52.86,8.20,476.56
52.54,7.97,490.23
52.99,7.89,503.26
53.32,7.97,516.28
53.26,8.09,529.30
53.39,8.20,542.32
53.26,8.44,555.34
52.93,8.55,567.71
52.86,8.44,581.38
52.93,8.36,594.40
52.80,8.28,607.42
52.80,8.32,620.44
52.73,8.44,633.46
52.73,8.59,645.83
52.47,8.71,658.20
51.95,8.95,670.57
49.87,9.10,681.64
47.01,9.10,691.41
43.03,9.53,697.92
35.22,9.65,701.82
20.25,8.40,700.52
10.68,7.38,691.41
6.51,6.41,677.08
5.21,5.86,660.16
5.66,5.55,642.58
7.16,5.35,625.00
8.33,5.23,608.07
9.51,5.20,592.45
10.29,5.16,576.82
11.07,5.20,561.20
11.00,5.20,546.88
11.26,5.08,531.90
12.50,4.96,518.23
14.39,4.88,505.21
16.99,4.88,493.49
18.75,5.08,482.42
19.53,5.16,473.31
18.88,5.43,462.89
17.58,5.47,452.47
16.54,5.23,442.71
17.06,4.88,432.29
18.36,4.77,422.53
20.31,4.69,413.41
22.53,4.80,404.95
24.02,5.00,397.79
24.80,5.00,391.93
24.54,5.35,385.42
23.83,5.39,378.91
22.98,5.27,373.05
23.11,5.04,366.54
23.83,4.88,360.03
25.52,4.84,354.82
26.50,5.04,349.61
26.50,5.31,344.40
25.59,5.43,339.19
24.74,5.35,333.33
24.41,5.16,333.33
25.13,4.84,333.33
26.11,4.92,333.33
27.08,4.92,333.33
27.67,5.00,333.33
27.67,5.12,333.33
27.60,5.16,333.33
27.60,5.12,333.33
27.60,5.08,333.33
27.73,5.08,333.33
27.80,5.08,333.33
27.80,4.96,333.33
27.67,5.12,333.33
27.60,5.12,333.33
27.54,5.12,333.33
27.73,5.04,333.33
27.80,5.00,333.33
27.99,4.88,333.33
28.19,4.84,333.33
29.04,4.88,333.33
29.23,4.96,333.33
29.23,5.12,333.33
29.17,5.16,333.33
