Flow (l/min), Pressure (cmH2O), Volume (ml)

31.45,4.96,333.33
31.32,5.08,333.33
31.18,5.08,333.33
31.12,5.08,333.33
30.92,5.20,333.33
30.92,5.12,333.33
30.86,5.04,333.33
30.92,4.92,333.33
30.99,4.88,333.33
31.12,4.77,333.33
31.45,4.57,333.33
32.23,4.34,333.33
33.59,4.10,333.33
36.85,3.75,333.33
58.40,5.59,340.49
73.31,11.09,349.61
77.60,14.80,368.49
76.17,16.29,393.23
72.20,16.60,419.27
68.16,16.25,444.66
67.51,15.86,468.75
67.90,15.74,492.19
67.64,15.74,514.97
67.12,15.90,537.11
66.47,16.09,559.24
65.56,16.13,580.73
64.58,16.09,601.56
64.00,16.17,622.40
63.09,16.17,642.58
62.30,15.90,662.76
61.52,16.33,680.34
59.11,16.99,696.61
52.21,17.19,710.94
43.55,16.99,720.70
36.00,16.84,725.26
29.88,16.84,724.61
18.36,15.47,723.31
-9.77,10.98,714.84
-15.04,7.81,692.06
-8.14,5.94,667.32
-0.98,5.04,644.53
6.58,4.84,624.35
9.90,5.31,607.42
9.77,5.63,591.15
10.74,5.39,576.17
12.24,5.12,562.50
13.74,5.12,548.83
14.78,5.16,536.46
15.63,5.12,524.09
16.67,5.08,513.02
18.16,5.08,502.60
19.14,5.12,492.84
20.05,5.04,483.72
21.35,5.00,475.26
22.79,5.04,467.45
23.31,5.12,460.94
23.83,5.12,454.43
23.96,5.16,447.92
24.22,5.20,441.41
24.67,5.12,436.20
25.91,4.92,430.34
26.63,5.23,425.78
26.30,5.55,419.92
26.04,5.66,415.36
25.85,5.63,410.16
25.72,5.55,405.60
25.72,5.47,400.39
25.85,5.31,395.83
26.17,5.16,391.28
26.63,4.96,386.72
27.41,4.92,382.81
27.93,5.00,378.91
28.06,5.08,375.65
27.99,5.16,371.74
28.13,5.12,368.49
28.39,4.88,365.23
28.97,4.73,361.98
29.10,4.96,359.38
28.91,5.16,356.12
28.91,5.16,353.52
28.91,5.16,350.26
28.97,5.12,347.66
28.91,5.04,344.40
29.10,4.92,341.80
29.23,4.77,338.54
29.36,4.73,335.94
29.82,4.73,333.98
30.08,4.80,333.33
30.14,4.88,333.33
30.08,4.92,333.33
30.14,4.84,333.33
30.60,4.53,333.33
30.99,4.77,333.33
30.99,4.96,333.33
30.86,5.04,333.33
30.86,5.04,333.33
30.79,5.08,333.33
30.73,5.16,333.33
30.66,5.12,333.33
30.66,5.04,333.33
30.79,4.96,333.33
30.73,4.92,333.33
30.79,4.88,333.33
30.73,4.88,333.33
30.79,4.88,333.33
30.86,4.84,333.33
31.18,4.45,333.33
32.16,4.30,333.33
32.62,4.53,333.33
33.07,4.38,333.33
34.11,4.14,333.33
35.94,3.98,333.33
54.69,5.55,338.54
70.70,10.55,346.35
76.43,14.41,363.28
75.78,16.13,386.72
71.81,16.56,412.76
68.03,16.25,437.50
66.80,15.86,461.59
67.19,15.63,484.38
67.45,15.59,507.16
66.93,15.55,529.95
67.06,15.39,552.73
