Flow (l/min), Pressure (cmH2O), Volume (ml)

73.18,8.13,333.33
73.24,8.40,333.33
73.11,8.52,333.33
73.37,8.52,333.33
73.37,8.59,333.33
73.50,8.55,333.33
73.37,8.48,333.33
73.50,8.55,333.33
73.37,8.67,333.33
73.31,8.83,333.33
73.24,8.87,333.33
73.31,8.83,333.33
73.31,8.75,333.33
73.44,8.79,333.33
73.57,8.87,333.33
73.57,8.91,333.33
73.31,8.87,333.33
73.18,8.83,333.33
73.31,8.71,333.33
73.37,8.63,333.33
73.11,8.67,333.33
73.24,8.71,333.33
73.37,8.63,333.33
73.18,8.48,333.33
73.18,8.20,333.33
73.31,7.73,333.33
73.37,7.07,333.33
73.44,6.64,333.33
73.31,6.56,333.33
73.37,6.52,333.33
73.05,6.52,333.33
73.31,6.64,333.33
73.31,6.72,333.33
73.11,6.64,333.33
73.57,6.48,333.33
73.44,6.41,333.33
73.37,6.29,333.33
73.31,6.17,333.33
73.50,6.13,333.33
73.37,6.13,333.33
73.31,6.09,333.33
73.05,6.09,333.33
73.44,6.05,333.33
73.44,6.13,333.33
73.31,6.13,333.33
73.11,6.13,333.33
73.18,6.13,333.33
73.50,6.13,333.33
73.37,6.13,333.33
73.18,6.09,333.33
73.37,6.02,333.33
73.24,5.98,333.33
73.31,6.02,333.33
73.37,6.09,333.33
73.44,6.21,333.33
73.44,6.37,333.33
73.50,6.52,333.33
73.50,6.72,333.33
73.31,6.99,333.33
73.50,7.34,333.33
73.18,7.93,333.33
73.31,8.40,333.33
73.50,8.67,333.33
73.57,8.83,333.33
72.98,8.91,333.33
73.11,8.95,333.33
73.24,8.95,333.33
73.37,8.91,333.33
73.11,8.91,333.33
73.37,9.02,333.33
73.44,9.14,333.33
73.31,9.26,333.33
72.72,9.34,333.33
73.11,9.38,333.33
73.05,9.30,333.33
73.37,8.87,333.33
73.31,8.36,333.33
73.31,8.05,333.33
73.57,8.09,333.33
73.37,8.13,333.33
73.31,8.16,333.33
73.11,8.16,333.33
73.31,8.01,333.33
73.44,7.42,333.33
73.24,6.88,333.33
73.24,6.64,333.33
73.57,6.56,333.33
73.37,6.48,333.33
73.24,6.48,333.33
73.24,6.48,333.33
73.44,6.52,333.33
73.05,6.64,333.33
73.24,6.76,333.33
73.24,6.84,333.33
73.57,6.72,333.33
73.63,6.60,333.33
73.50,6.60,333.33
73.18,6.60,333.33
73.18,6.68,333.33
73.24,6.80,333.33
73.57,6.88,333.33
73.31,6.80,333.33
73.63,6.72,333.33
73.57,6.95,333.33
73.63,7.34,333.33
73.24,7.66,333.33
73.18,7.85,333.33
73.70,7.85,333.33
73.37,7.89,333.33
73.57,7.85,333.33
73.31,7.89,333.33
73.24,7.93,333.33
73.31,7.97,333.33
73.31,7.93,333.33
73.11,7.89,333.33
73.31,7.85,333.33
73.44,7.85,333.33
73.44,7.81,333.33
73.37,7.81,333.33
73.37,8.05,333.33
73.37,8.44,333.33
73.18,8.98,333.33
73.11,9.06,333.33
73.37,8.79,333.33
73.37,8.52,333.33
73.05,8.24,333.33
73.31,8.01,333.33
73.31,7.81,333.33
73.63,7.81,333.33
73.18,7.93,333.33
73.18,8.05,333.33
73.44,8.13,333.33
73.31,8.13,333.33
73.18,8.05,333.33
73.37,8.09,333.33
73.24,8.05,333.33
73.31,8.13,333.33
73.24,8.16,333.33
73.37,8.28,333.33
73.37,8.32,333.33
73.31,8.28,333.33
73.31,8.20,333.33
73.24,8.09,333.33
73.50,8.13,333.33
73.24,8.28,333.33
73.31,8.36,333.33
73.24,8.44,333.33
73.18,8.40,333.33
73.50,8.44,333.33
73.50,8.28,333.33
73.31,7.93,333.33
73.37,7.81,333.33
73.24,8.01,333.33
73.18,8.16,333.33
73.37,8.36,333.33
73.31,8.44,333.33
73.50,8.44,333.33
73.44,8.36,333.33
73.31,7.89,333.33
73.24,6.84,333.33
73.24,6.21,333.33
73.37,5.94,333.33
73.57,5.74,333.33
73.31,5.63,333.33
73.50,5.63,333.33
73.31,5.63,333.33
73.18,5.55,333.33
73.24,5.55,333.33
73.11,5.55,333.33
73.50,5.51,333.33
73.37,5.51,333.33
73.31,5.51,333.33
73.50,5.55,333.33
73.37,5.59,333.33
73.05,5.70,333.33
73.50,5.86,333.33
73.24,6.09,333.33
73.44,6.21,333.33
73.44,6.29,333.33
73.44,6.45,333.33
73.44,6.72,333.33
73.18,6.91,333.33
73.37,6.88,333.33
73.37,6.68,333.33
73.18,6.52,333.33
73.31,6.52,333.33
73.11,6.60,333.33
73.31,6.60,333.33
73.50,6.52,333.33
73.31,6.37,333.33
73.37,6.37,333.33
73.18,6.41,333.33
73.31,6.45,333.33
73.24,6.45,333.33
73.31,6.56,333.33
73.44,6.64,333.33
73.24,6.72,333.33
73.44,6.84,333.33
73.31,6.95,333.33
73.18,7.07,333.33
73.50,7.23,333.33
73.31,7.34,333.33
73.31,7.38,333.33
73.24,7.34,333.33
73.57,7.19,333.33
73.50,6.88,333.33
73.24,6.64,333.33
73.44,6.45,333.33
73.31,6.48,333.33
73.31,6.64,333.33
73.44,6.76,333.33
73.37,6.64,333.33
73.24,6.45,333.33
73.24,6.33,333.33
73.37,6.02,333.33
73.24,5.90,333.33
73.37,6.02,333.33
73.31,5.98,333.33
73.37,5.98,333.33
73.37,5.98,333.33
73.18,5.98,333.33
73.18,6.02,333.33
73.44,5.98,333.33
73.24,5.98,333.33
73.24,6.02,333.33
73.63,5.94,333.33
73.50,5.94,333.33
73.37,5.98,333.33
73.31,5.98,333.33
73.50,5.94,333.33
73.37,5.94,333.33
73.24,5.86,333.33
73.57,5.82,333.33
73.44,5.82,333.33
73.24,5.82,333.33
73.24,5.86,333.33
73.31,5.82,333.33
73.24,5.82,333.33
73.37,5.82,333.33
73.37,5.78,333.33
73.31,5.82,333.33
73.18,5.86,333.33
73.31,5.90,333.33
73.18,5.98,333.33
73.18,6.09,333.33
73.31,6.13,333.33
73.31,6.09,333.33
73.37,5.86,333.33
73.44,5.63,333.33
73.44,5.51,333.33
