Flow (l/min), Pressure (cmH2O), Volume (ml)

65.43,17.30,386.07
62.17,17.15,406.25
61.26,16.84,425.78
61.20,16.76,444.66
60.94,16.64,463.54
60.35,17.15,480.47
58.40,17.50,496.74
55.08,17.38,513.02
52.99,17.11,527.34
52.08,17.07,540.36
51.11,17.15,552.08
50.00,17.11,563.80
48.57,17.07,574.22
47.46,16.99,583.98
46.35,16.99,593.10
45.25,17.03,601.56
44.08,16.99,608.72
43.10,16.95,615.89
41.08,16.52,623.05
15.10,12.54,631.51
-2.02,9.14,621.09
-3.26,7.11,601.56
2.41,5.66,583.33
9.38,5.08,567.06
14.52,5.20,552.73
16.41,5.39,540.36
16.60,5.39,529.30
17.12,5.27,518.88
17.77,5.04,508.46
19.40,5.00,498.70
21.22,5.08,490.23
21.81,5.20,481.77
21.88,5.16,474.61
22.14,5.08,467.45
24.28,4.77,460.94
25.78,5.20,454.43
25.59,5.51,448.57
25.20,5.59,443.36
24.93,5.55,438.15
24.80,5.47,432.29
24.87,5.39,427.08
24.93,5.23,421.88
25.26,5.16,416.67
25.59,5.04,411.46
26.43,5.00,406.90
26.95,5.08,402.34
27.08,5.12,397.79
27.08,5.16,393.88
27.08,5.12,389.32
27.86,4.69,386.07
28.84,4.80,382.81
28.78,5.08,379.56
28.65,5.16,376.30
28.52,5.16,373.05
28.45,5.16,369.79
28.39,5.20,366.54
28.45,5.12,363.28
28.52,5.04,360.03
28.65,4.96,357.42
28.78,4.88,354.17
28.84,4.88,351.56
29.04,4.84,348.31
29.23,4.88,345.70
29.36,4.92,343.10
30.08,4.53,341.15
31.25,4.53,339.19
31.18,4.88,337.24
31.05,5.00,335.94
30.99,5.00,333.98
30.92,5.00,333.33
30.73,5.16,333.33
30.47,5.12,333.33
30.40,5.04,333.33
30.27,5.00,333.33
30.34,4.96,333.33
30.40,4.96,333.33
30.40,4.96,333.33
30.34,5.04,333.33
30.27,5.04,333.33
30.66,4.65,333.33
31.32,4.38,333.33
31.38,4.80,333.33
31.25,4.92,333.33
31.18,4.96,333.33
31.18,4.96,333.33
31.05,5.04,333.33
30.92,5.12,333.33
30.86,5.08,333.33
