Flow (l/min), Pressure (cmH2O), Volume (ml)

19.27,4.96,454.43
20.44,4.77,445.31
22.07,4.88,437.50
23.11,5.08,430.34
22.98,5.35,423.18
22.01,5.35,416.02
21.88,5.08,408.85
22.59,4.88,401.69
23.83,4.80,394.53
24.67,4.96,388.67
24.80,5.04,382.81
24.80,5.00,377.60
25.00,4.92,371.74
25.78,5.04,366.54
25.91,5.20,361.33
25.78,5.23,356.12
25.65,5.20,351.56
26.11,5.00,346.35
26.24,5.00,341.80
26.30,5.00,337.24
26.24,5.00,333.33
26.30,5.16,333.33
26.30,5.08,333.33
26.30,5.12,333.33
26.43,5.04,333.33
26.69,4.92,333.33
27.67,4.88,333.33
28.26,5.04,333.33
28.13,5.23,333.33
28.19,5.20,333.33
28.26,5.00,333.33
28.58,4.92,333.33
29.17,4.80,333.33
29.36,4.92,333.33
29.36,5.12,333.33
28.91,5.35,333.33
28.39,5.31,333.33
28.13,5.27,333.33
28.19,5.16,333.33
28.65,4.84,333.33
29.95,4.49,333.33
32.23,4.06,333.33
36.85,3.28,333.33
61.78,4.02,343.10
87.57,9.49,360.68
98.24,15.23,386.07
91.28,18.75,417.97
77.67,18.67,451.17
74.61,16.84,484.38
79.30,15.74,516.28
84.11,16.64,546.22
85.42,17.93,577.47
84.18,18.09,611.33
83.01,17.89,645.18
82.23,17.73,678.39
81.97,18.01,710.29
81.32,18.16,741.54
79.69,18.24,772.79
77.54,18.32,803.39
75.07,18.20,832.03
73.18,18.16,859.38
70.96,18.52,884.11
64.00,19.26,904.95
43.49,19.57,917.97
3.65,16.48,919.92
-33.59,10.86,899.74
-29.17,7.34,865.23
-21.94,6.37,829.43
-18.55,6.21,794.27
-16.54,5.98,761.07
-14.19,5.78,729.17
-11.72,5.51,699.22
-7.03,4.92,671.88
0.52,4.45,647.79
5.53,4.73,628.26
8.27,5.12,610.68
8.85,5.27,593.75
9.31,5.16,577.47
10.68,4.84,562.50
12.83,4.77,548.18
14.65,4.84,535.16
16.34,5.00,523.44
17.84,5.00,512.37
19.66,4.96,502.60
19.47,5.35,492.84
18.49,5.55,483.07
17.58,5.39,472.66
18.75,4.88,463.54
20.90,4.65,454.43
23.89,4.69,447.27
24.15,5.39,440.10
21.48,5.74,432.29
19.92,5.31,425.13
20.77,4.73,417.32
23.76,4.38,410.16
26.50,4.45,404.30
28.13,4.88,400.39
27.67,5.43,395.83
26.95,5.39,391.93
27.08,5.12,388.67
27.73,4.88,384.77
28.58,4.80,381.51
29.23,4.80,378.26
29.49,4.88,375.65
29.75,4.84,373.05
29.69,5.08,371.09
29.36,5.23,367.84
28.91,5.23,365.23
28.78,5.16,361.98
29.04,5.04,359.38
29.10,4.88,356.77
29.56,4.73,354.17
30.01,4.69,351.56
30.40,4.73,349.61
30.66,4.80,347.66
30.66,4.88,346.35
30.73,4.88,344.40
30.79,4.92,342.45
30.79,4.88,341.15
30.99,4.77,339.19
31.05,4.92,337.89
30.99,5.04,335.94
30.92,5.04,334.64
30.92,4.96,333.33
31.38,4.69,333.33
33.92,3.71,333.33
50.72,1.60,337.89
85.48,6.80,356.77
97.66,15.12,375.65
80.14,18.87,402.99
70.05,17.23,433.59
78.52,13.52,471.35
94.40,12.58,509.11
107.94,15.12,548.18
110.42,18.05,591.80
99.80,18.71,637.37
93.16,17.11,682.94
97.27,15.74,728.52
102.99,16.13,771.48
106.12,17.93,815.10
96.74,18.91,858.07
84.57,18.05,897.79
