Flow (l/min), Pressure (cmH2O), Volume (ml)

73.11,5.98,333.33
73.31,5.98,333.33
73.44,6.02,333.33
73.63,6.02,333.33
73.57,5.98,333.33
73.57,5.98,333.33
73.44,5.98,333.33
73.44,5.98,333.33
73.37,6.02,333.33
73.50,6.13,333.33
73.18,6.25,333.33
73.31,6.33,333.33
73.44,6.37,333.33
73.18,6.33,333.33
73.44,6.33,333.33
73.37,6.33,333.33
73.24,6.29,333.33
73.24,6.29,333.33
73.37,6.29,333.33
73.24,6.25,333.33
73.37,6.25,333.33
73.31,6.25,333.33
73.50,6.29,333.33
73.50,6.37,333.33
73.18,6.29,333.33
73.50,6.33,333.33
73.11,6.41,333.33
73.37,6.41,333.33
73.31,6.37,333.33
73.70,6.33,333.33
72.98,6.33,333.33
73.50,6.37,333.33
73.37,6.37,333.33
73.24,6.33,333.33
73.37,6.37,333.33
73.44,6.37,333.33
73.44,6.37,333.33
73.31,6.37,333.33
73.57,6.37,333.33
73.44,6.33,333.33
72.98,6.25,333.33
73.11,6.21,333.33
73.37,6.17,333.33
73.24,6.17,333.33
73.18,6.13,333.33
73.11,6.13,333.33
73.37,6.09,333.33
73.24,6.05,333.33
73.31,6.02,333.33
73.11,6.02,333.33
73.31,6.02,333.33
73.37,6.02,333.33
72.92,5.98,333.33
73.50,6.02,333.33
72.85,6.02,333.33
73.31,6.05,333.33
73.50,6.05,333.33
73.11,6.13,333.33
73.44,6.17,333.33
73.37,6.21,333.33
73.37,6.25,333.33
73.24,6.29,333.33
73.44,6.33,333.33
73.24,6.33,333.33
73.24,6.41,333.33
73.57,6.41,333.33
73.44,6.45,333.33
73.50,6.45,333.33
73.24,6.48,333.33
73.18,6.45,333.33
73.57,6.41,333.33
73.44,6.37,333.33
73.50,6.33,333.33
73.37,6.29,333.33
73.37,6.25,333.33
73.44,6.21,333.33
73.24,6.17,333.33
73.24,6.17,333.33
73.31,6.13,333.33
73.70,6.13,333.33
73.57,6.09,333.33
73.24,6.05,333.33
73.11,6.05,333.33
73.18,6.02,333.33
73.37,6.02,333.33
73.18,6.05,333.33
73.44,6.02,333.33
73.50,6.02,333.33
73.70,6.02,333.33
73.24,6.02,333.33
73.24,5.98,333.33
73.37,5.98,333.33
73.18,5.98,333.33
73.11,5.98,333.33
73.31,5.94,333.33
73.31,5.90,333.33
73.18,5.90,333.33
73.37,5.86,333.33
73.44,5.86,333.33
73.44,5.78,333.33
73.57,5.78,333.33
73.37,5.78,333.33
73.31,5.74,333.33
73.50,5.74,333.33
73.31,5.74,333.33
73.24,5.74,333.33
73.37,5.70,333.33
73.37,5.70,333.33
73.37,5.70,333.33
73.05,5.70,333.33
73.37,5.70,333.33
73.57,5.70,333.33
73.24,5.66,333.33
73.37,5.70,333.33
73.31,5.70,333.33
73.37,5.78,333.33
73.31,5.82,333.33
73.37,5.86,333.33
73.31,5.94,333.33
73.37,5.94,333.33
73.31,5.98,333.33
73.24,5.98,333.33
73.24,5.98,333.33
73.50,6.02,333.33
73.24,5.98,333.33
73.24,5.98,333.33
73.44,5.98,333.33
73.31,5.94,333.33
73.70,5.94,333.33
73.57,5.94,333.33
73.70,5.94,333.33
73.18,5.90,333.33
73.37,5.94,333.33
73.50,5.94,333.33
73.83,5.94,333.33
73.31,5.94,333.33
73.18,5.94,333.33
73.31,5.94,333.33
73.31,5.94,333.33
73.37,5.94,333.33
73.31,5.94,333.33
73.37,5.94,333.33
73.24,5.94,333.33
73.18,5.94,333.33
73.63,5.94,333.33
73.44,5.94,333.33
73.37,5.94,333.33
73.24,5.94,333.33
73.18,5.98,333.33
73.24,5.94,333.33
73.37,5.94,333.33
73.18,5.94,333.33
73.24,5.90,333.33
73.44,5.90,333.33
73.11,5.86,333.33
73.63,5.86,333.33
73.18,5.86,333.33
73.24,5.86,333.33
73.18,5.86,333.33
73.05,5.90,333.33
73.24,5.90,333.33
73.24,5.90,333.33
73.37,5.94,333.33
73.44,5.90,333.33
73.31,5.94,333.33
73.57,5.94,333.33
73.50,5.94,333.33
73.57,5.94,333.33
73.31,6.02,333.33
73.31,6.05,333.33
73.24,6.13,333.33
73.50,6.17,333.33
73.05,6.17,333.33
73.05,6.25,333.33
73.18,6.29,333.33
73.31,6.33,333.33
73.11,6.33,333.33
73.37,6.33,333.33
73.50,6.33,333.33
73.57,6.33,333.33
73.24,6.33,333.33
73.31,6.33,333.33
73.63,6.33,333.33
73.50,6.33,333.33
73.31,6.33,333.33
73.11,6.33,333.33
73.24,6.33,333.33
