Flow (l/min), Pressure (cmH2O), Volume (ml)

133.33,4.06,2333.33
133.33,3.91,2333.33
133.33,3.95,2333.33
133.33,3.98,2333.33
133.33,3.83,2333.33
133.33,3.91,2333.33
133.33,3.75,2333.33
133.33,3.79,2333.33
133.33,3.63,2333.33
133.33,3.55,2333.33
133.33,3.40,2333.33
133.33,3.36,2333.33
133.33,3.40,2333.33
133.33,3.28,2333.33
133.33,3.24,2333.33
133.33,3.24,2333.33
133.33,3.16,2333.33
133.33,3.13,2333.33
133.33,3.09,2333.33
133.33,3.24,2333.33
133.33,3.36,2333.33
133.33,3.24,2333.33
133.33,3.13,2333.33
133.33,3.24,2333.33
133.33,3.13,2333.33
133.33,3.16,2333.33
133.33,3.13,2333.33
133.33,3.13,2333.33
133.33,3.20,2333.33
133.33,3.01,2333.33
133.33,3.09,2333.33
133.33,3.13,2333.33
133.33,3.13,2333.33
133.33,2.42,2333.33
103.65,0.63,2333.33
93.75,-0.04,2333.33
133.33,3.63,2333.33
133.33,3.44,2333.33
133.33,3.83,2333.33
133.33,4.06,2333.33
133.33,4.10,2333.33
133.33,4.30,2333.33
133.33,4.61,2333.33
133.33,4.73,2333.33
133.33,4.73,2333.33
133.33,4.65,2333.33
133.33,4.92,2333.33
133.33,5.08,2333.33
133.33,5.12,2333.33
133.33,5.00,2333.33
133.33,4.73,2333.33
133.33,4.53,2333.33
133.33,4.53,2333.33
133.33,4.45,2333.33
133.33,4.45,2333.33
133.33,4.45,365.23
133.33,2.93,430.34
95.57,1.45,484.38
67.90,0.59,514.32
55.86,0.35,532.55
49.74,0.27,545.57
46.68,0.20,555.34
45.31,0.16,563.15
44.66,0.16,570.96
44.27,0.16,578.78
44.08,0.16,585.94
44.01,0.12,593.10
44.01,0.12,600.26
44.08,0.12,606.77
43.95,0.12,613.93
43.95,0.12,621.09
43.95,0.08,628.26
43.88,0.08,635.42
43.82,0.08,642.58
43.95,0.08,649.74
43.88,0.08,656.25
43.82,0.08,663.41
43.95,0.04,670.57
43.95,0.04,677.73
43.82,0.04,684.90
43.88,0.04,691.41
43.82,0.00,698.57
43.88,0.00,705.73
43.82,0.00,712.89
43.75,0.00,719.40
43.88,0.00,726.56
43.75,0.00,733.72
43.82,0.00,740.89
43.82,0.00,747.40
43.82,0.00,754.56
43.75,-0.04,761.72
43.75,-0.04,768.23
43.75,-0.04,775.39
43.82,-0.04,782.55
43.68,-0.04,789.71
43.75,-0.04,796.22
43.75,-0.08,803.39
43.82,-0.04,810.55
43.82,-0.04,817.06
43.88,-0.04,824.22
43.82,-0.04,831.38
43.82,-0.04,838.54
43.82,-0.04,845.05
43.75,0.00,852.21
43.75,0.00,859.38
43.75,0.00,865.89
43.75,0.00,873.05
43.68,0.04,879.56
43.75,0.04,886.72
43.68,0.04,893.88
43.75,0.08,900.39
43.75,0.08,907.55
43.68,0.08,914.71
43.75,0.12,921.22
43.75,0.12,928.39
43.75,0.12,935.55
43.82,0.12,942.06
43.88,0.12,949.22
43.82,0.12,956.38
43.75,0.12,963.54
43.82,0.12,970.05
43.82,0.16,977.21
43.75,0.12,984.38
43.75,0.12,990.89
43.68,0.12,998.05
43.75,0.12,1005.21
43.82,0.12,1011.72
43.82,0.12,1018.88
43.68,0.12,1026.04
43.62,0.12,1032.55
43.68,0.12,1039.71
43.75,0.12,1046.88
43.55,0.12,1053.39
43.68,0.12,1060.55
43.75,0.12,1067.06
43.75,0.12,1074.22
43.75,0.08,1081.38
43.68,0.08,1087.89
43.68,0.08,1095.05
43.62,0.08,1101.56
43.75,0.08,1108.72
43.82,0.04,1115.89
43.68,0.04,1122.40
43.75,0.00,1129.56
43.68,0.00,1136.72
43.75,0.04,1143.23
43.75,0.00,1150.39
43.82,0.00,1157.55
43.68,0.00,1164.06
43.68,0.00,1171.22
43.68,-0.04,1177.73
43.68,0.00,1184.90
43.62,-0.04,1192.06
43.55,-0.04,1198.57
43.68,-0.04,1205.73
43.62,-0.04,1212.24
43.68,-0.04,1219.40
43.62,-0.04,1225.91
43.75,-0.04,1233.07
43.68,-0.08,1240.23
43.62,-0.08,1246.74
43.62,-0.08,1253.91
43.55,-0.08,1260.42
43.55,-0.08,1267.58
43.62,-0.08,1274.09
43.62,-0.08,1281.25
43.68,-0.04,1287.76
43.62,-0.04,1294.92
43.68,-0.04,1301.43
43.68,0.00,1308.59
43.82,0.04,1315.10
43.68,0.12,1322.27
43.62,0.12,1329.43
43.68,0.16,1335.94
43.68,0.23,1343.10
43.68,0.55,1349.61
43.55,1.52,1356.77
43.55,2.11,1363.28
42.64,2.70,1370.44
40.95,3.09,1375.65
38.48,3.63,1380.21
35.35,4.06,1382.16
30.99,4.49,1381.51
24.93,4.65,1377.60
17.12,4.61,1369.14
4.04,3.71,1354.82
-6.64,2.93,1330.73
-8.53,2.50,1302.73
-6.77,2.23,1276.04
-5.21,2.03,1249.35
-3.91,1.95,333.33
-2.02,1.80,333.33
1.11,1.60,333.33
4.62,1.52,333.33
29.69,3.55,333.33
42.51,5.00,335.29
39.91,6.37,337.24
30.73,6.76,337.24
21.88,6.60,333.33
16.15,6.29,333.33
15.69,5.70,333.33
18.55,5.51,333.33
22.92,5.47,333.33
26.11,5.51,333.33
28.32,5.55,333.33
29.49,5.47,333.33
31.58,5.16,333.33
33.72,4.88,333.33
