Flow (l/min), Pressure (cmH2O), Volume (ml)

73.24,5.23,333.33
73.31,5.20,333.33
73.18,5.16,333.33
73.24,5.20,333.33
73.31,5.20,333.33
73.24,5.16,333.33
73.44,5.16,333.33
73.24,5.16,333.33
72.98,5.20,333.33
73.50,5.20,333.33
73.44,5.47,333.33
73.44,5.47,333.33
73.24,5.47,333.33
73.05,5.47,333.33
73.24,5.51,333.33
73.24,5.51,333.33
73.11,5.55,333.33
73.24,5.63,333.33
73.18,5.82,333.33
73.31,6.05,333.33
73.44,6.37,333.33
73.24,6.68,333.33
73.44,6.91,333.33
73.31,7.07,333.33
73.50,7.15,333.33
73.37,7.15,333.33
73.44,7.15,333.33
73.18,7.15,333.33
73.11,7.15,333.33
73.50,7.07,333.33
73.37,6.99,333.33
73.11,6.95,333.33
73.37,6.91,333.33
73.24,6.88,333.33
73.24,6.80,333.33
73.24,6.80,333.33
73.05,6.76,333.33
73.31,6.68,333.33
73.24,6.72,333.33
73.44,6.68,333.33
73.37,6.64,333.33
73.37,6.64,333.33
73.31,6.60,333.33
73.31,6.56,333.33
73.50,6.56,333.33
73.24,6.52,333.33
73.24,6.45,333.33
73.50,6.41,333.33
73.50,6.45,333.33
73.50,6.45,333.33
73.37,6.41,333.33
73.24,6.37,333.33
73.50,6.33,333.33
73.37,6.21,333.33
73.57,6.17,333.33
73.31,5.98,333.33
73.31,5.90,333.33
73.44,5.74,333.33
73.24,5.70,333.33
73.50,5.66,333.33
73.44,5.66,333.33
72.98,5.63,333.33
73.31,5.63,333.33
73.44,5.55,333.33
72.98,5.47,333.33
73.31,5.23,333.33
73.37,5.04,333.33
73.18,5.04,333.33
73.44,5.12,333.33
73.31,5.16,333.33
73.44,5.23,333.33
73.50,5.43,333.33
73.37,5.74,333.33
73.31,5.98,333.33
73.50,6.17,333.33
73.37,6.33,333.33
73.44,6.41,333.33
73.31,6.52,333.33
73.31,6.64,333.33
73.37,6.64,333.33
73.37,6.72,333.33
73.37,6.76,333.33
73.37,6.76,333.33
73.18,6.68,333.33
73.50,6.68,333.33
73.44,6.60,333.33
73.05,6.52,333.33
73.50,6.48,333.33
73.24,6.45,333.33
73.24,6.45,333.33
73.24,6.41,333.33
73.50,6.41,333.33
73.37,6.37,333.33
73.31,6.33,333.33
73.50,6.33,333.33
73.50,6.29,333.33
73.37,6.25,333.33
73.31,6.29,333.33
73.11,6.21,333.33
72.98,6.17,333.33
73.18,6.13,333.33
73.31,6.13,333.33
73.11,6.09,333.33
73.11,6.13,333.33
73.50,6.09,333.33
73.37,6.09,333.33
73.37,6.05,333.33
73.11,5.94,333.33
73.24,5.90,333.33
73.57,5.78,333.33
73.24,5.59,333.33
73.05,5.55,333.33
72.79,5.55,333.33
72.40,5.39,333.33
72.46,5.31,333.33
72.01,5.20,333.33
71.88,5.12,333.33
71.48,5.08,333.33
71.48,4.96,333.33
71.29,4.92,333.33
71.16,4.88,333.33
71.16,4.84,333.33
70.90,4.80,333.33
70.64,4.77,333.33
70.57,4.73,333.33
70.44,4.69,333.33
70.18,4.73,333.33
70.05,4.80,333.33
69.73,4.92,333.33
69.73,5.04,333.33
69.79,5.12,333.33
69.40,5.20,333.33
69.08,5.27,333.33
69.01,5.31,333.33
68.88,5.27,333.33
69.08,5.27,333.33
68.75,5.27,333.33
68.49,5.27,333.33
68.82,5.23,333.33
68.82,5.00,333.33
68.36,4.80,333.33
68.42,4.73,333.33
68.49,4.65,333.33
68.23,4.61,333.33
68.03,4.61,333.33
68.16,4.53,333.33
67.90,4.49,333.33
67.90,4.53,333.33
67.58,4.49,333.33
67.71,4.49,333.33
67.77,4.41,333.33
67.38,4.41,333.33
67.51,4.38,333.33
67.45,4.38,333.33
67.32,4.34,333.33
67.38,4.38,333.33
67.19,4.38,333.33
66.86,4.34,333.33
66.54,4.34,333.33
66.54,4.38,333.33
66.21,4.41,333.33
