Flow (l/min), Pressure (cmH2O), Volume (ml)

63.48,18.40,454.43
62.43,18.83,472.66
59.11,19.06,490.23
55.47,18.98,506.51
52.93,18.63,520.83
52.80,18.20,535.16
53.65,17.97,549.48
54.17,17.66,563.80
54.30,17.73,577.47
54.17,17.89,591.15
54.30,17.85,604.82
54.30,17.81,619.14
54.30,17.81,632.81
54.17,17.85,647.14
48.31,17.15,662.11
6.45,11.91,671.88
-2.08,7.62,660.81
1.17,6.17,641.93
7.42,5.23,625.65
13.09,5.00,610.68
16.99,5.23,598.31
16.86,5.55,586.59
15.43,5.59,574.87
14.58,5.35,563.15
15.76,4.88,552.73
18.88,4.53,542.32
22.53,4.65,533.85
24.54,5.08,526.69
23.70,5.51,519.53
21.74,5.55,512.37
21.29,5.16,505.21
22.72,4.73,498.70
25.59,4.57,492.84
27.67,4.77,488.28
28.26,5.16,483.72
27.73,5.47,479.82
26.63,5.59,475.26
25.85,5.47,470.70
25.91,5.16,466.80
26.43,4.92,462.24
27.54,4.92,458.33
28.19,5.08,454.43
27.99,5.23,449.87
27.67,5.31,445.96
27.47,5.35,442.06
27.21,5.27,438.15
27.41,5.20,434.90
27.60,5.04,430.99
28.13,4.92,427.73
28.65,4.88,424.48
29.10,4.96,421.88
29.23,5.04,418.62
29.30,5.16,415.36
28.97,5.20,412.76
28.78,5.16,409.51
29.04,5.04,406.90
29.04,5.04,404.30
29.10,5.00,401.69
29.23,4.96,399.09
29.30,4.96,396.48
29.30,4.96,393.23
29.30,4.96,390.63
29.43,4.96,388.02
29.49,4.96,385.42
29.62,4.96,382.81
29.82,4.92,380.86
30.01,4.92,378.26
30.21,4.96,376.30
30.14,5.04,373.70
30.08,5.12,371.74
30.01,5.12,369.14
29.95,5.08,367.19
30.01,5.04,365.23
29.95,5.08,362.63
29.95,5.08,360.68
29.82,5.12,358.07
29.75,5.12,355.47
29.82,5.08,353.52
29.75,5.08,350.91
29.75,5.04,348.96
29.82,4.96,346.35
29.95,4.88,344.40
29.95,4.80,342.45
30.14,4.77,340.49
30.34,4.73,338.54
30.66,4.84,336.59
30.73,4.92,334.64
30.73,4.96,333.33
30.73,4.96,333.33
30.60,5.04,333.33
30.60,5.12,333.33
30.40,5.16,333.33
30.14,5.16,333.33
30.01,5.12,333.33
29.95,5.08,333.33
30.01,5.04,333.33
30.14,4.96,333.33
30.27,4.88,333.33
30.34,4.80,333.33
30.66,4.77,333.33
30.99,4.80,333.33
31.12,4.88,333.33
30.99,4.96,333.33
30.92,5.04,333.33
30.86,5.00,333.33
30.86,5.08,333.33
30.79,5.16,333.33
30.53,5.16,333.33
30.34,5.16,333.33
30.21,5.12,333.33
30.21,5.08,333.33
30.27,5.00,333.33
30.27,4.96,333.33
30.40,4.88,333.33
30.53,4.80,333.33
30.79,4.77,333.33
