Flow (l/min), Pressure (cmH2O), Volume (ml)

73.18,6.13,333.33
73.24,6.17,333.33
73.11,6.17,333.33
73.44,6.17,333.33
73.50,6.17,333.33
73.31,6.17,333.33
73.31,6.17,333.33
73.18,6.17,333.33
73.24,6.17,333.33
73.37,6.17,333.33
73.18,6.17,333.33
73.31,6.17,333.33
73.44,6.17,333.33
73.57,6.21,333.33
73.31,6.21,333.33
73.44,6.21,333.33
73.70,6.17,333.33
73.63,6.21,333.33
73.24,6.17,333.33
73.11,6.13,333.33
73.50,6.13,333.33
73.44,6.13,333.33
73.37,6.09,333.33
73.70,6.09,333.33
73.31,6.09,333.33
73.24,6.05,333.33
73.50,6.05,333.33
73.57,6.05,333.33
73.18,6.05,333.33
73.18,6.05,333.33
73.44,6.02,333.33
73.24,6.02,333.33
73.18,6.02,333.33
73.24,5.98,333.33
73.05,5.98,333.33
73.18,6.02,333.33
73.18,6.02,333.33
73.24,6.05,333.33
73.24,6.13,333.33
73.44,6.17,333.33
73.44,6.17,333.33
73.57,6.25,333.33
73.31,6.29,333.33
73.44,6.29,333.33
73.24,6.29,333.33
73.31,6.21,333.33
73.44,6.25,333.33
73.18,6.25,333.33
73.37,6.21,333.33
73.31,6.21,333.33
73.57,6.21,333.33
73.44,6.17,333.33
73.50,6.17,333.33
73.37,6.17,333.33
73.18,6.17,333.33
73.18,6.13,333.33
73.37,6.13,333.33
73.70,6.17,333.33
73.24,6.17,333.33
73.50,6.13,333.33
73.44,6.13,333.33
73.18,6.13,333.33
73.37,6.13,333.33
73.37,6.13,333.33
73.37,6.13,333.33
73.37,6.13,333.33
72.98,6.13,333.33
73.31,6.13,333.33
73.37,6.13,333.33
73.31,6.13,333.33
73.37,6.09,333.33
73.31,6.13,333.33
73.24,6.09,333.33
73.24,6.09,333.33
73.05,6.05,333.33
73.37,6.05,333.33
73.44,6.05,333.33
73.63,6.05,333.33
73.24,6.05,333.33
73.18,6.05,333.33
73.24,6.05,333.33
73.37,6.02,333.33
73.24,6.02,333.33
73.44,6.02,333.33
73.37,6.05,333.33
73.31,5.98,333.33
73.11,6.02,333.33
73.37,6.02,333.33
73.18,5.98,333.33
73.11,6.02,333.33
73.37,6.02,333.33
73.05,6.02,333.33
73.44,6.05,333.33
73.37,6.09,333.33
73.24,6.13,333.33
73.44,6.13,333.33
73.37,6.13,333.33
73.24,6.21,333.33
73.11,6.21,333.33
73.37,6.29,333.33
73.76,6.29,333.33
73.57,6.25,333.33
73.44,6.21,333.33
73.24,6.21,333.33
73.57,6.17,333.33
73.31,6.13,333.33
73.31,6.13,333.33
73.37,6.13,333.33
73.24,6.13,333.33
73.18,6.13,333.33
73.24,6.13,333.33
73.24,6.13,333.33
73.31,6.09,333.33
73.37,6.13,333.33
73.57,6.13,333.33
73.31,6.13,333.33
73.11,6.17,333.33
73.31,6.17,333.33
73.44,6.17,333.33
73.31,6.17,333.33
73.44,6.17,333.33
73.37,6.17,333.33
73.50,6.17,333.33
73.44,6.13,333.33
73.24,6.13,333.33
73.44,6.17,333.33
73.24,6.13,333.33
73.50,6.09,333.33
73.18,6.09,333.33
73.50,6.09,333.33
73.50,6.05,333.33
73.31,6.02,333.33
73.57,6.05,333.33
73.31,6.02,333.33
73.31,6.02,333.33
73.24,6.02,333.33
73.37,5.98,333.33
73.18,6.02,333.33
73.11,6.02,333.33
73.18,6.02,333.33
73.44,6.02,333.33
73.11,6.02,333.33
73.50,6.02,333.33
73.63,6.05,333.33
73.37,6.09,333.33
73.50,6.13,333.33
73.24,6.13,333.33
73.11,6.21,333.33
73.37,6.25,333.33
73.24,6.25,333.33
73.18,6.29,333.33
73.24,6.29,333.33
73.18,6.25,333.33
73.24,6.21,333.33
73.24,6.17,333.33
73.50,6.17,333.33
73.31,6.17,333.33
73.44,6.17,333.33
73.11,6.13,333.33
73.37,6.09,333.33
73.50,6.17,333.33
73.24,6.29,333.33
73.44,6.37,333.33
73.31,6.45,333.33
73.18,6.45,333.33
73.44,6.45,333.33
73.31,6.48,333.33
73.50,6.48,333.33
73.44,6.52,333.33
73.11,6.48,333.33
73.24,6.48,333.33
73.44,6.48,333.33
73.63,6.41,333.33
73.50,6.41,333.33
73.24,6.41,333.33
73.44,6.41,333.33
73.37,6.37,333.33
73.44,6.37,333.33
73.50,6.37,333.33
73.37,6.37,333.33
73.57,6.33,333.33
73.24,6.33,333.33
73.37,6.29,333.33
73.05,6.25,333.33
73.44,6.21,333.33
73.24,6.21,333.33
73.18,6.21,333.33
73.11,6.13,333.33
73.31,6.09,333.33
73.44,6.09,333.33
73.24,6.05,333.33
73.24,6.05,333.33
73.11,6.05,333.33
73.05,6.05,333.33
73.05,6.02,333.33
72.98,6.05,333.33
73.18,6.05,333.33
73.37,6.05,333.33
73.18,6.02,333.33
73.24,6.02,333.33
73.18,6.09,333.33
73.24,6.13,333.33
73.44,6.21,333.33
73.24,6.25,333.33
73.18,6.25,333.33
73.50,6.21,333.33
73.44,6.17,333.33
73.44,6.13,333.33
73.63,6.09,333.33
73.50,6.02,333.33
73.24,6.02,333.33
73.31,6.02,333.33
72.98,6.05,333.33
73.31,6.09,333.33
73.50,6.21,333.33
73.24,6.37,333.33
73.37,6.41,333.33
73.24,6.45,333.33
73.50,6.41,333.33
