Flow (l/min), Pressure (cmH2O), Volume (ml)

30.21,5.59,525.39
27.15,6.09,520.83
22.53,6.17,514.97
20.18,5.51,508.46
21.61,4.57,501.95
25.91,4.10,495.44
29.17,4.26,492.19
30.14,4.69,489.58
29.82,5.12,486.33
29.17,5.31,483.07
29.43,4.84,481.77
31.51,4.06,480.47
35.61,3.16,406.90
48.31,2.81,339.19
61.26,5.20,353.52
67.77,7.54,369.14
68.68,9.10,388.02
66.54,9.57,410.16
63.93,8.95,432.94
64.13,8.01,455.73
66.02,7.62,477.86
70.12,8.48,498.70
71.16,9.45,521.48
67.71,9.69,544.92
64.84,9.10,567.71
65.56,8.83,589.84
65.95,9.06,610.68
65.04,9.26,632.16
61.65,10.00,649.74
52.21,10.74,663.41
31.12,10.86,669.27
2.02,8.98,661.46
-10.87,7.58,639.32
-15.95,6.72,610.03
-13.09,5.39,580.73
1.50,3.83,555.99
14.45,3.75,539.71
18.82,4.80,529.30
18.55,5.66,518.23
16.21,5.82,507.16
15.36,5.27,496.74
17.45,4.69,485.68
20.38,4.61,475.91
23.37,4.77,468.75
25.13,5.12,462.89
24.61,5.51,456.38
22.66,5.51,449.87
21.88,5.16,443.36
22.79,4.80,435.55
24.41,4.77,429.04
25.59,5.00,423.83
25.78,5.20,418.62
25.72,5.23,413.41
25.59,5.12,408.85
26.04,4.96,403.65
26.50,4.88,399.09
27.41,4.92,394.53
28.13,5.04,390.63
28.26,5.16,387.37
28.06,5.23,384.11
27.99,5.12,380.86
28.52,4.84,376.95
29.43,4.77,374.35
29.43,5.12,371.74
28.32,5.47,367.84
26.82,5.66,363.93
25.13,5.63,358.72
23.70,5.39,353.52
23.18,5.16,347.01
23.96,4.80,340.49
26.04,4.61,335.29
28.32,4.61,333.33
29.75,4.65,333.33
31.77,4.10,333.33
36.26,3.09,333.33
49.93,3.24,340.49
61.13,5.78,352.86
66.67,7.73,367.84
68.82,8.75,388.02
68.68,9.06,410.81
67.84,9.18,434.24
66.28,9.02,457.03
64.91,8.71,479.17
64.71,8.52,500.65
65.17,8.48,522.14
65.10,8.36,543.62
65.95,8.09,565.76
66.86,8.01,587.89
67.58,8.16,610.03
68.23,8.52,632.16
68.75,8.87,654.95
68.23,9.14,677.73
66.99,9.34,699.87
65.04,9.22,722.01
63.48,9.06,742.84
61.85,8.87,763.02
60.61,9.18,780.60
58.40,9.73,796.22
52.34,10.47,809.24
33.79,11.37,813.80
-6.58,9.84,804.04
-29.17,7.93,772.79
-32.49,6.56,733.07
-27.34,5.12,694.66
-7.49,3.59,662.11
8.07,3.95,641.28
11.26,4.80,625.65
12.24,5.31,610.03
11.72,5.35,595.70
12.76,5.00,582.68
14.32,4.69,570.31
17.45,4.53,558.59
19.79,4.65,548.83
21.88,4.92,539.71
22.33,5.31,531.25
21.48,5.51,523.44
20.18,5.47,514.97
19.47,5.23,506.51
19.66,5.08,498.05
19.60,5.08,488.93
19.34,5.20,479.17
19.53,5.12,470.05
20.18,4.92,461.59
21.94,4.77,453.78
23.96,4.96,446.61
24.15,5.31,439.45
23.05,5.35,432.94
22.59,5.04,426.43
23.70,4.69,420.57
25.59,4.73,414.71
26.37,5.08,408.85
25.91,5.35,403.65
24.74,5.43,397.79
24.22,5.20,392.58
24.67,4.92,387.37
25.59,4.84,382.16
26.69,4.92,377.60
26.82,5.23,372.40
26.37,5.35,367.19
26.04,5.23,362.63
26.69,4.80,359.38
30.47,3.75,356.77
38.09,2.54,339.19
52.86,3.67,343.10
61.72,6.17,356.77
66.80,7.85,373.70
69.40,8.79,393.88
68.88,9.02,417.32
67.64,8.98,440.76
66.80,8.67,464.19
66.93,8.16,487.63
68.03,7.89,511.72
69.92,7.77,535.81
74.67,8.13,560.55
77.15,9.06,586.59
74.41,9.61,613.93
71.09,9.34,640.63
69.14,8.71,666.67
70.12,7.73,693.36
73.57,7.50,719.40
77.02,8.75,744.14
74.74,9.69,770.18
70.25,9.53,796.88
68.10,9.06,821.61
66.08,9.26,843.75
63.22,9.61,863.28
58.98,9.84,881.51
53.84,9.73,897.14
51.11,8.79,912.11
51.89,8.13,925.78
52.67,8.75,936.85
49.61,10.23,944.66
31.97,11.09,947.92
2.15,9.34,940.76
-11.98,7.50,918.62
-13.80,6.29,891.28
-14.19,5.90,860.68
-12.76,5.43,830.73
-13.22,5.43,800.13
-18.75,5.16,767.58
-23.57,4.22,730.47
-17.97,3.71,694.01
-7.49,3.67,664.06
-2.80,4.22,638.67
0.65,4.61,615.89
2.99,4.92,595.05
5.21,4.92,575.52
8.72,4.84,557.94
12.37,4.88,542.97
14.52,5.16,529.95
14.06,5.31,517.58
13.02,5.20,503.91
13.54,4.88,490.23
16.08,4.69,478.52
18.10,4.84,467.45
18.95,5.12,457.68
18.75,5.16,447.92
19.14,5.00,438.15
20.31,4.84,429.04
22.14,4.88,421.22
23.24,5.12,414.06
22.46,5.35,407.55
21.09,5.27,399.74
21.42,4.84,391.28
23.57,4.53,384.11
26.11,4.69,378.91
26.69,5.12,374.35
26.24,5.39,369.79
25.13,5.39,364.58
25.00,5.12,358.72
25.65,4.88,353.52
26.76,4.84,348.96
27.28,5.04,345.05
27.21,5.23,340.49
26.76,5.35,336.59
26.11,5.39,333.33
25.52,5.27,333.33
25.78,4.92,333.33
