Flow (l/min), Pressure (cmH2O), Volume (ml)

2.47,4.53,643.23
6.64,4.38,624.35
10.74,4.41,608.07
13.74,4.65,593.75
16.28,4.80,582.03
18.03,4.92,570.96
19.27,4.96,561.20
20.38,5.08,552.08
20.51,5.08,543.62
20.57,5.00,535.16
21.22,4.88,526.69
23.76,4.73,519.53
25.59,5.12,513.67
25.07,5.55,507.16
23.05,5.55,501.30
21.68,5.27,494.79
22.14,4.96,487.63
23.44,4.84,480.47
25.26,4.84,474.61
26.43,5.00,469.40
26.76,5.12,464.84
26.56,5.20,460.29
26.30,5.23,455.73
26.11,5.23,451.17
26.11,5.16,446.61
26.76,4.80,442.06
27.60,4.84,438.15
27.41,5.20,433.59
26.82,5.31,429.04
26.30,5.31,424.48
26.11,5.20,419.92
26.17,5.12,415.36
26.56,4.92,411.46
27.21,4.84,406.90
27.99,4.84,402.99
28.26,4.88,399.74
28.39,4.96,396.48
28.26,5.04,393.23
28.26,5.04,389.32
28.52,4.80,386.07
29.04,4.80,383.46
28.78,5.12,380.21
28.26,5.20,376.95
27.86,5.20,373.05
27.80,5.12,369.79
27.86,5.08,365.89
27.99,4.92,362.63
28.39,4.80,359.38
29.04,4.77,356.12
29.30,4.84,353.52
29.30,4.88,350.91
29.23,5.00,348.31
29.04,5.04,345.05
29.36,4.80,342.45
29.95,4.61,339.84
30.14,4.80,337.89
29.95,4.96,335.94
29.75,5.04,333.33
29.43,5.12,333.33
29.10,5.12,333.33
29.10,5.00,333.33
29.36,4.80,333.33
29.88,4.69,333.33
30.60,4.61,333.33
31.38,4.49,333.33
32.29,4.30,333.33
33.66,4.02,333.33
37.30,3.48,333.33
59.90,4.77,341.80
78.84,9.65,355.47
87.11,13.83,377.60
87.43,16.29,406.90
83.98,17.19,439.45
80.66,17.11,472.01
80.14,16.88,503.91
80.40,17.03,535.16
79.17,17.23,565.10
75.46,17.42,594.40
70.18,17.42,620.44
65.23,17.23,643.23
62.30,17.30,663.41
58.46,17.38,680.99
54.69,17.27,696.61
50.00,17.58,708.98
44.21,17.34,718.10
41.15,17.03,725.26
40.56,17.07,729.82
39.32,17.15,734.38
37.89,16.91,738.28
37.83,16.68,741.54
27.34,15.20,746.74
-5.47,10.70,742.84
-14.45,7.97,720.05
-11.72,6.41,693.36
-5.60,5.43,667.97
1.95,4.80,646.48
9.31,4.77,628.26
13.02,5.35,612.63
12.76,5.66,598.31
11.59,5.51,583.98
12.63,5.16,570.96
14.97,4.92,558.59
18.03,4.92,547.53
20.64,5.08,537.76
21.48,5.20,529.30
21.29,5.23,521.48
21.16,5.12,513.67
21.61,5.04,505.86
22.72,4.96,498.70
