Flow (l/min), Pressure (cmH2O), Volume (ml)

54.23,8.71,576.82
54.10,8.83,590.49
54.04,8.95,604.17
53.78,9.26,616.54
52.80,9.77,628.91
48.70,10.08,639.32
42.90,10.12,647.79
33.46,9.53,652.34
20.12,8.01,651.69
13.48,7.15,642.58
9.31,6.60,629.56
7.23,6.13,613.28
7.16,5.74,597.01
8.40,5.47,580.73
8.59,5.27,565.10
9.77,5.20,548.83
11.72,5.08,534.51
13.93,5.04,520.83
16.21,5.08,508.46
17.45,5.08,498.05
18.16,5.08,487.63
19.08,5.08,477.86
19.53,5.08,468.10
20.05,5.08,459.64
20.38,5.04,450.52
21.09,4.96,442.71
22.72,4.88,434.90
24.22,5.12,428.39
24.15,5.39,421.22
23.57,5.43,414.71
23.18,5.39,408.20
22.98,5.31,401.69
22.92,5.23,395.18
22.92,5.20,388.02
23.37,5.00,381.51
23.76,4.92,375.65
24.61,4.88,369.79
25.78,4.96,363.93
26.63,5.04,358.72
26.89,5.20,354.17
26.76,5.23,349.61
26.76,5.31,345.05
26.50,5.35,340.49
26.56,5.31,335.94
26.82,5.08,333.33
26.69,5.16,333.33
26.69,5.20,333.33
26.69,5.23,333.33
26.50,5.23,333.33
26.56,5.23,333.33
26.69,5.27,333.33
26.43,5.31,333.33
26.63,5.20,333.33
26.56,5.20,333.33
26.82,5.12,333.33
26.89,4.96,333.33
27.15,4.84,333.33
27.80,4.88,333.33
28.65,4.96,333.33
28.65,5.12,333.33
28.52,5.20,333.33
28.71,5.12,333.33
28.97,4.96,333.33
28.91,5.08,333.33
28.91,5.12,333.33
28.84,5.12,333.33
28.84,5.12,333.33
28.91,5.16,333.33
28.91,5.20,333.33
28.84,5.23,333.33
28.84,5.16,333.33
28.91,5.16,333.33
28.91,5.08,333.33
29.10,4.96,333.33
29.17,4.88,333.33
29.23,4.84,333.33
29.36,4.84,333.33
29.56,4.84,333.33
29.95,4.88,333.33
30.47,4.73,333.33
31.12,4.73,333.33
31.25,4.88,333.33
31.12,4.96,333.33
31.12,4.92,333.33
31.18,4.92,333.33
31.12,4.96,333.33
31.12,5.04,333.33
31.12,5.00,333.33
31.25,4.88,333.33
31.32,4.84,333.33
31.38,4.77,333.33
31.77,4.65,333.33
32.42,4.69,333.33
32.62,4.73,333.33
32.68,4.80,333.33
32.75,4.88,333.33
32.81,4.80,333.33
33.46,4.45,333.33
33.92,4.61,333.33
33.79,4.84,333.33
33.79,4.92,333.33
33.72,5.00,333.33
33.53,5.16,333.33
33.20,5.35,333.33
32.49,5.63,333.33
31.84,5.63,333.33
31.45,5.66,333.33
31.05,5.74,333.33
30.92,5.70,333.33
30.73,5.66,333.33
30.60,5.70,333.33
30.34,5.74,333.33
30.21,5.78,333.33
30.08,5.78,333.33
30.14,5.59,333.33
30.47,5.31,333.33
30.40,5.39,333.33
30.27,5.43,333.33
30.34,5.39,333.33
30.27,5.39,333.33
30.34,5.43,333.33
30.27,5.51,333.33
30.21,5.51,333.33
30.34,5.47,333.33
30.27,5.47,333.33
30.34,5.43,333.33
30.47,5.35,333.33
30.53,5.27,333.33
30.53,5.23,333.33
30.53,5.23,333.33
30.47,5.23,333.33
30.47,5.23,333.33
30.73,5.00,333.33
30.99,4.77,333.33
30.99,4.84,333.33
30.99,4.92,333.33
31.05,4.88,333.33
31.12,4.92,333.33
31.05,5.00,333.33
30.92,5.12,333.33
30.92,5.16,333.33
30.92,5.12,333.33
30.86,5.20,333.33
30.92,5.12,333.33
30.99,5.04,333.33
31.05,5.00,333.33
31.05,5.00,333.33
30.99,5.04,333.33
30.99,5.04,333.33
31.12,4.96,333.33
31.51,4.65,333.33
31.58,4.57,333.33
31.77,4.69,333.33
31.90,4.73,333.33
31.97,4.77,333.33
32.03,4.80,333.33
31.90,4.88,333.33
31.77,5.04,333.33
31.77,5.00,333.33
31.77,5.08,333.33
31.77,5.12,333.33
31.77,5.08,333.33
31.77,5.00,333.33
31.84,5.00,333.33
31.77,5.04,333.33
31.71,5.08,333.33
31.71,5.12,333.33
31.71,5.12,333.33
32.10,4.73,333.33
32.10,4.69,333.33
31.97,4.80,333.33
31.97,4.73,333.33
32.03,4.69,333.33
32.16,4.69,333.33
32.10,4.69,333.33
32.23,4.65,333.33
32.68,4.26,333.33
34.11,3.95,333.33
38.15,3.67,333.33
50.59,4.88,341.15
57.75,7.23,349.61
58.92,9.02,361.33
56.64,9.73,376.30
53.39,9.49,390.63
51.11,8.95,404.95
50.65,8.28,417.97
51.76,7.97,430.99
52.15,8.32,442.71
52.02,8.59,454.43
51.89,8.79,466.15
51.56,8.20,540.36
51.82,8.09,552.73
52.02,7.97,565.76
52.15,8.05,578.13
52.21,8.20,589.84
52.28,8.40,602.21
52.08,8.59,613.93
51.89,8.95,625.65
51.63,9.18,637.37
50.39,9.80,647.14
44.79,10.39,654.95
34.38,9.88,660.81
20.12,8.20,660.81
12.30,7.15,651.69
8.66,6.21,638.67
8.85,5.59,623.70
10.74,5.04,610.03
13.28,4.77,596.35
16.47,4.73,583.98
19.34,4.84,573.57
21.03,4.96,564.45
22.01,5.16,556.64
22.27,5.20,548.83
22.14,5.20,541.67
22.40,5.08,534.51
22.92,4.96,527.34
24.87,4.84,521.48
26.04,5.12,515.63
25.91,5.39,510.42
25.33,5.47,504.56
24.74,5.39,499.35
24.48,5.27,494.14
24.48,5.16,488.28
24.67,5.04,483.07
25.00,4.88,477.86
25.78,4.80,472.66
26.76,4.80,468.10
27.67,4.88,463.54
28.19,4.96,459.64
28.45,5.08,456.38
28.45,5.16,452.47
28.26,5.23,449.22
28.19,5.23,445.96
28.32,5.12,442.71
28.45,4.96,439.45
28.39,5.04,436.20
28.32,5.04,432.94
28.39,5.04,429.69
28.26,5.08,426.43
28.26,5.16,422.53
28.13,5.20,419.27
28.13,5.20,415.36
28.26,5.12,412.11
28.19,5.08,408.85
28.32,4.96,406.25
28.52,4.88,402.99
28.78,4.77,400.39
28.97,4.73,397.14
29.62,4.77,394.53
29.75,4.88,391.93
