Flow (l/min), Pressure (cmH2O), Volume (ml)

73.37,5.98,333.33
73.31,5.98,333.33
73.37,6.02,333.33
73.24,6.05,333.33
73.44,6.09,333.33
73.11,6.09,333.33
73.31,6.13,333.33
73.57,6.21,333.33
73.18,6.25,333.33
73.50,6.25,333.33
73.31,6.48,333.33
73.31,6.41,333.33
73.50,6.41,333.33
73.11,6.41,333.33
73.44,6.37,333.33
73.37,6.41,333.33
73.31,6.37,333.33
73.18,6.37,333.33
73.24,6.41,333.33
73.57,6.41,333.33
73.24,6.37,333.33
73.31,6.41,333.33
73.50,6.37,333.33
73.24,6.37,333.33
73.24,6.37,333.33
73.44,6.37,333.33
73.24,6.37,333.33
73.11,6.37,333.33
73.31,6.33,333.33
73.24,6.37,333.33
73.24,6.37,333.33
73.44,6.33,333.33
73.31,6.33,333.33
73.24,6.41,333.33
73.37,6.60,333.33
73.50,6.68,333.33
73.31,6.68,333.33
73.57,6.72,333.33
73.63,6.76,333.33
73.37,6.76,333.33
73.37,6.80,333.33
73.57,6.84,333.33
73.57,6.91,333.33
73.57,6.88,333.33
73.31,6.84,333.33
73.44,6.80,333.33
73.11,6.84,333.33
73.37,6.80,333.33
73.50,6.80,333.33
73.50,6.84,333.33
73.18,6.84,333.33
72.98,6.84,333.33
73.44,6.80,333.33
73.24,6.84,333.33
73.05,6.84,333.33
73.24,6.88,333.33
73.11,6.88,333.33
73.05,6.91,333.33
73.57,6.76,333.33
73.57,6.60,333.33
73.24,6.45,333.33
73.50,6.41,333.33
73.18,6.41,333.33
73.44,6.45,333.33
73.44,6.45,333.33
73.44,6.48,333.33
73.50,6.52,333.33
72.98,6.52,333.33
73.18,6.56,333.33
73.24,6.56,333.33
73.57,6.60,333.33
73.44,6.56,333.33
73.24,6.56,333.33
73.31,6.60,333.33
73.57,6.56,333.33
73.44,6.52,333.33
73.70,6.52,333.33
73.44,6.52,333.33
73.50,6.45,333.33
73.37,6.45,333.33
73.11,6.48,333.33
73.63,6.45,333.33
73.24,6.45,333.33
73.44,6.41,333.33
73.18,6.41,333.33
72.98,6.45,333.33
73.24,6.41,333.33
73.31,6.41,333.33
73.18,6.41,333.33
73.44,6.41,333.33
73.44,6.41,333.33
73.31,6.41,333.33
73.44,6.41,333.33
73.31,6.41,333.33
73.05,6.41,333.33
73.37,6.37,333.33
73.44,6.37,333.33
73.24,6.41,333.33
73.37,6.37,333.33
73.11,6.37,333.33
73.31,6.37,333.33
73.44,6.37,333.33
73.31,6.37,333.33
73.31,6.37,333.33
73.31,6.41,333.33
73.37,6.41,333.33
73.31,6.48,333.33
73.44,6.56,333.33
72.98,6.60,333.33
73.37,6.64,333.33
73.31,6.64,333.33
73.37,6.60,333.33
73.11,6.60,333.33
73.18,6.60,333.33
73.24,6.56,333.33
73.37,6.56,333.33
73.11,6.52,333.33
73.70,6.56,333.33
73.18,6.56,333.33
73.44,6.56,333.33
73.44,6.56,333.33
73.18,6.52,333.33
73.44,6.56,333.33
73.70,6.56,333.33
73.37,6.52,333.33
73.57,6.52,333.33
73.24,6.52,333.33
73.31,6.48,333.33
73.50,6.48,333.33
73.37,6.48,333.33
73.24,6.48,333.33
73.50,6.48,333.33
73.50,6.48,333.33
73.50,6.45,333.33
73.31,6.45,333.33
73.37,6.45,333.33
73.44,6.41,333.33
73.70,6.37,333.33
73.37,6.33,333.33
73.31,6.33,333.33
73.24,6.29,333.33
73.57,6.33,333.33
73.31,6.29,333.33
73.44,6.29,333.33
73.37,6.29,333.33
73.18,6.25,333.33
73.44,6.25,333.33
73.31,6.25,333.33
73.31,6.25,333.33
73.31,6.25,333.33
73.31,6.29,333.33
73.37,6.25,333.33
73.24,6.25,333.33
73.11,6.21,333.33
73.11,6.29,333.33
73.31,6.29,333.33
73.31,6.29,333.33
73.57,6.25,333.33
73.63,6.33,333.33
73.31,6.33,333.33
73.44,6.37,333.33
73.50,6.45,333.33
72.98,6.52,333.33
73.11,6.52,333.33
73.50,6.60,333.33
73.31,6.64,333.33
73.18,6.60,333.33
73.24,6.60,333.33
73.31,6.60,333.33
73.24,6.56,333.33
73.37,6.60,333.33
73.11,6.60,333.33
73.31,6.60,333.33
73.57,6.60,333.33
73.31,6.60,333.33
73.57,6.60,333.33
73.37,6.60,333.33
73.31,6.60,333.33
73.50,6.60,333.33
73.18,6.56,333.33
73.18,6.56,333.33
73.44,6.52,333.33
73.24,6.56,333.33
73.11,6.52,333.33
73.24,6.52,333.33
73.37,6.52,333.33
73.37,6.52,333.33
73.57,6.48,333.33
73.18,6.52,333.33
73.24,6.52,333.33
73.37,6.48,333.33
73.50,6.45,333.33
73.31,6.45,333.33
73.11,6.41,333.33
73.37,6.41,333.33
73.37,6.41,333.33
73.24,6.41,333.33
73.18,6.37,333.33
73.18,6.33,333.33
73.31,6.33,333.33
73.31,6.29,333.33
73.24,6.29,333.33
73.11,6.29,333.33
73.37,6.29,333.33
73.44,6.33,333.33
73.63,6.29,333.33
73.44,6.29,333.33
73.24,6.29,333.33
73.37,6.29,333.33
73.24,6.33,333.33
73.37,6.29,333.33
73.18,6.29,333.33
73.37,6.29,333.33
73.37,6.29,333.33
73.57,6.33,333.33
73.57,6.45,333.33
73.57,6.48,333.33
73.37,6.56,333.33
73.44,6.60,333.33
73.50,6.64,333.33
73.31,6.64,333.33
73.18,6.64,333.33
73.57,6.60,333.33
73.31,6.60,333.33
73.31,6.60,333.33
73.31,6.56,333.33
73.44,6.56,333.33
73.44,6.56,333.33
73.50,6.56,333.33
73.31,6.60,333.33
73.44,6.60,333.33
73.31,6.60,333.33
73.31,6.56,333.33
73.57,6.56,333.33
73.63,6.56,333.33
73.37,6.60,333.33
73.63,6.56,333.33
73.31,6.52,333.33
73.31,6.52,333.33
73.37,6.56,333.33
73.37,6.52,333.33
73.37,6.48,333.33
73.31,6.45,333.33
73.24,6.41,333.33
73.31,6.37,333.33
73.24,6.33,333.33
73.24,6.33,333.33
73.24,6.29,333.33
73.31,6.29,333.33
73.18,6.21,333.33
