Flow (l/min), Pressure (cmH2O), Volume (ml)

31.90,5.00,333.33
31.84,5.12,333.33
31.77,5.20,333.33
31.71,5.16,333.33
31.64,5.16,333.33
31.64,5.16,333.33
31.51,5.12,333.33
31.64,5.08,333.33
31.71,5.04,333.33
31.77,4.96,333.33
31.77,4.96,333.33
31.71,5.00,333.33
31.77,4.92,333.33
32.03,4.69,333.33
32.10,4.73,333.33
32.23,4.80,333.33
32.23,4.80,333.33
32.36,4.84,333.33
32.29,4.92,333.33
32.16,5.00,333.33
32.10,5.12,333.33
32.16,5.12,333.33
32.03,5.12,333.33
32.03,5.12,333.33
32.10,5.12,333.33
32.10,5.08,333.33
32.10,5.04,333.33
32.10,5.04,333.33
32.16,5.04,333.33
32.16,5.04,333.33
32.16,5.08,333.33
32.23,4.96,333.33
32.36,4.77,333.33
32.36,4.77,333.33
32.36,4.80,333.33
32.29,4.80,333.33
32.36,4.80,333.33
32.23,4.84,333.33
32.23,4.92,333.33
32.16,5.04,333.33
32.10,5.00,333.33
32.10,5.04,333.33
32.16,5.04,333.33
32.16,5.04,333.33
32.16,5.00,333.33
32.23,4.96,333.33
32.16,4.96,333.33
32.16,4.96,333.33
32.10,5.00,333.33
32.16,5.04,333.33
32.36,4.84,333.33
32.36,4.73,333.33
32.29,4.80,333.33
32.36,4.80,333.33
32.36,4.80,333.33
32.36,4.84,333.33
32.23,4.88,333.33
32.16,4.96,333.33
32.23,5.00,333.33
32.23,5.00,333.33
32.10,5.04,333.33
32.16,5.04,333.33
32.16,5.00,333.33
32.23,4.96,333.33
32.23,4.92,333.33
32.23,4.92,333.33
32.16,4.92,333.33
32.23,4.96,333.33
32.29,4.84,333.33
32.55,4.61,333.33
32.49,4.65,333.33
32.81,4.77,333.33
33.20,4.80,333.33
33.20,4.88,333.33
33.14,5.00,333.33
33.07,5.08,333.33
33.01,5.16,333.33
33.01,5.12,333.33
32.94,5.16,333.33
32.94,5.16,333.33
33.01,5.16,333.33
32.94,5.12,333.33
33.01,5.12,333.33
33.01,5.12,333.33
32.94,5.16,333.33
32.88,5.20,333.33
32.94,5.16,333.33
33.14,4.84,333.33
33.14,4.88,333.33
33.07,4.92,333.33
32.88,5.20,333.33
32.88,5.23,333.33
32.81,5.27,333.33
32.81,5.27,333.33
32.88,5.23,333.33
32.88,5.20,333.33
32.88,5.23,333.33
32.81,5.23,333.33
32.81,5.27,333.33
32.88,5.20,333.33
33.07,4.92,333.33
33.07,4.96,333.33
32.94,5.04,333.33
33.01,5.04,333.33
32.94,5.08,333.33
32.94,5.08,333.33
32.81,5.20,333.33
32.68,5.35,333.33
32.68,5.35,333.33
32.68,5.35,333.33
32.62,5.39,333.33
32.42,5.35,333.33
32.36,5.27,333.33
32.29,5.23,333.33
32.23,5.23,333.33
32.29,5.23,333.33
32.23,5.23,333.33
32.36,5.16,333.33
32.62,4.84,333.33
32.55,4.84,333.33
32.49,4.92,333.33
32.55,4.92,333.33
32.55,4.88,333.33
32.49,4.92,333.33
32.49,5.04,333.33
32.29,5.12,333.33
32.36,5.12,333.33
32.36,5.12,333.33
32.36,5.12,333.33
32.36,5.08,333.33
32.36,5.04,333.33
32.42,5.00,333.33
32.49,5.00,333.33
32.49,5.04,333.33
32.42,5.08,333.33
32.42,5.00,333.33
32.68,4.73,333.33
32.68,4.73,333.33
32.62,4.80,333.33
32.55,4.84,333.33
32.62,4.80,333.33
32.55,4.84,333.33
32.49,4.88,333.33
32.49,5.00,333.33
32.49,4.96,333.33
32.49,5.00,333.33
32.49,5.00,333.33
32.55,4.96,333.33
32.42,4.92,333.33
32.55,4.92,333.33
32.55,4.92,333.33
32.49,4.96,333.33
32.42,5.00,333.33
32.49,4.88,333.33
32.75,4.61,333.33
32.81,4.57,333.33
32.75,4.65,333.33
32.88,4.65,333.33
32.94,4.65,333.33
33.14,4.69,333.33
33.14,4.80,333.33
33.07,4.92,333.33
33.01,4.92,333.33
33.01,4.96,333.33
33.01,4.96,333.33
33.07,4.96,333.33
33.07,4.92,333.33
33.07,4.88,333.33
33.07,4.92,333.33
33.07,4.92,333.33
33.01,4.96,333.33
33.01,4.92,333.33
33.27,4.65,333.33
33.27,4.65,333.33
33.27,4.77,333.33
33.27,4.73,333.33
33.33,4.73,333.33
33.33,4.77,333.33
33.20,4.84,333.33
33.14,4.96,333.33
33.14,5.00,333.33
33.14,5.08,333.33
33.07,5.12,333.33
33.01,5.12,333.33
33.07,5.08,333.33
33.14,5.08,333.33
33.07,5.12,333.33
33.01,5.12,333.33
33.01,5.20,333.33
33.01,5.20,333.33
33.20,4.88,333.33
33.20,4.84,333.33
33.20,4.96,333.33
33.20,4.96,333.33
33.07,4.96,333.33
33.07,5.00,333.33
33.07,5.08,333.33
32.94,5.20,333.33
32.94,5.20,333.33
32.94,5.20,333.33
32.94,5.23,333.33
32.94,5.23,333.33
33.01,5.16,333.33
33.07,5.16,333.33
33.01,5.16,333.33
32.94,5.16,333.33
32.94,5.23,333.33
32.94,5.23,333.33
33.14,4.92,333.33
33.20,4.84,333.33
33.14,4.96,333.33
33.14,4.96,333.33
33.14,4.96,333.33
33.07,5.00,333.33
33.01,5.08,333.33
32.94,5.23,333.33
32.94,5.27,333.33
32.88,5.27,333.33
32.88,5.31,333.33
32.81,5.35,333.33
32.88,5.31,333.33
32.88,5.31,333.33
32.88,5.35,333.33
32.75,5.39,333.33
32.62,5.43,333.33
32.55,5.31,333.33
32.75,4.92,333.33
32.81,4.88,333.33
32.81,4.96,333.33
32.81,4.96,333.33
32.81,4.92,333.33
32.62,5.08,333.33
32.29,5.47,333.33
32.16,5.47,333.33
32.16,5.27,333.33
32.23,5.23,333.33
32.23,5.20,333.33
32.16,5.20,333.33
32.16,5.23,333.33
32.16,5.27,333.33
32.16,5.31,333.33
32.03,5.35,333.33
32.10,5.27,333.33
32.36,4.88,333.33
32.49,4.77,333.33
32.42,4.80,333.33
32.55,4.73,333.33
32.68,4.65,333.33
32.88,4.53,333.33
33.20,4.53,333.33
