Flow (l/min), Pressure (cmH2O), Volume (ml)

73.37,5.43,333.33
73.31,5.43,333.33
73.37,5.39,333.33
73.18,5.39,333.33
73.70,5.39,333.33
73.57,5.35,333.33
73.70,5.31,333.33
73.31,5.27,333.33
73.50,5.23,333.33
73.24,5.20,333.33
73.44,5.20,333.33
73.37,5.20,333.33
73.57,5.20,333.33
73.31,5.20,333.33
73.31,5.16,333.33
73.31,5.12,333.33
73.44,5.12,333.33
73.44,5.12,333.33
73.37,5.08,333.33
73.18,5.08,333.33
73.44,5.08,333.33
73.57,5.08,333.33
73.44,5.08,333.33
73.24,5.08,333.33
73.05,5.08,333.33
73.50,5.08,333.33
73.44,5.08,333.33
73.44,5.08,333.33
73.11,5.12,333.33
73.31,5.16,333.33
73.37,5.16,333.33
73.31,5.20,333.33
73.31,5.23,333.33
73.31,5.23,333.33
73.50,5.27,333.33
73.24,5.23,333.33
73.18,5.23,333.33
73.18,5.23,333.33
73.31,5.23,333.33
73.24,5.23,333.33
73.44,5.27,333.33
73.44,5.23,333.33
73.24,5.27,333.33
73.37,5.27,333.33
73.44,5.27,333.33
73.31,5.27,333.33
73.31,5.23,333.33
73.31,5.27,333.33
73.37,5.27,333.33
73.31,5.27,333.33
73.31,5.27,333.33
73.18,5.27,333.33
72.98,5.27,333.33
73.37,5.27,333.33
73.11,5.27,333.33
73.18,5.31,333.33
73.18,5.31,333.33
73.31,5.31,333.33
73.50,5.31,333.33
73.57,5.31,333.33
73.31,5.31,333.33
73.24,5.31,333.33
73.24,5.27,333.33
73.63,5.31,333.33
73.44,5.27,333.33
73.44,5.27,333.33
73.37,5.27,333.33
73.50,5.23,333.33
73.44,5.23,333.33
73.44,5.23,333.33
73.44,5.20,333.33
73.24,5.20,333.33
73.31,5.20,333.33
73.11,5.20,333.33
73.05,5.20,333.33
73.37,5.20,333.33
73.24,5.20,333.33
73.44,5.20,333.33
73.24,5.20,333.33
72.98,5.20,333.33
73.44,5.20,333.33
73.37,5.20,333.33
73.37,5.23,333.33
73.24,5.23,333.33
73.44,5.27,333.33
73.24,5.31,333.33
73.31,5.35,333.33
73.18,5.31,333.33
73.24,5.31,333.33
73.24,5.35,333.33
73.44,5.35,333.33
73.31,5.31,333.33
73.44,5.31,333.33
73.50,5.31,333.33
73.31,5.31,333.33
73.50,5.31,333.33
73.50,5.31,333.33
73.50,5.31,333.33
73.37,5.27,333.33
73.11,5.31,333.33
73.05,5.27,333.33
73.24,5.27,333.33
73.24,5.31,333.33
73.50,5.31,333.33
73.44,5.27,333.33
73.44,5.31,333.33
73.63,5.31,333.33
73.44,5.31,333.33
73.50,5.27,333.33
73.37,5.27,333.33
73.50,5.31,333.33
73.24,5.23,333.33
73.05,5.27,333.33
73.50,5.27,333.33
73.44,5.27,333.33
73.24,5.27,333.33
73.37,5.27,333.33
73.50,5.23,333.33
73.18,5.23,333.33
73.11,5.23,333.33
73.37,5.20,333.33
73.11,5.23,333.33
73.44,5.23,333.33
73.18,5.23,333.33
73.31,5.20,333.33
73.63,5.20,333.33
73.24,5.20,333.33
73.24,5.20,333.33
73.70,5.20,333.33
73.44,5.16,333.33
73.37,5.16,333.33
