Flow (l/min), Pressure (cmH2O), Volume (ml)

73.31,6.33,333.33
73.18,6.25,333.33
73.05,6.17,333.33
73.31,6.09,333.33
73.05,5.94,333.33
73.50,5.70,333.33
73.11,5.47,333.33
73.31,5.27,333.33
73.44,5.16,333.33
73.44,5.12,333.33
73.31,5.12,333.33
73.57,5.08,333.33
73.31,5.04,333.33
73.70,5.00,333.33
73.44,5.04,333.33
73.44,5.00,333.33
73.37,4.96,333.33
73.37,4.92,333.33
73.57,4.92,333.33
73.50,4.92,333.33
73.31,4.96,333.33
73.11,5.04,333.33
73.05,5.23,333.33
73.11,5.59,333.33
73.11,5.94,333.33
73.24,6.21,333.33
73.18,6.48,333.33
73.31,6.72,333.33
73.63,6.80,333.33
73.24,6.91,333.33
73.57,6.99,333.33
73.37,7.07,333.33
73.31,7.07,333.33
73.18,7.03,333.33
73.31,7.11,333.33
73.50,7.11,333.33
73.24,7.03,333.33
73.57,6.99,333.33
73.24,6.91,333.33
73.24,6.80,333.33
73.31,6.45,333.33
73.05,6.41,333.33
73.24,6.41,333.33
73.63,6.37,333.33
73.31,6.37,333.33
73.37,6.33,333.33
73.37,6.37,333.33
73.24,6.33,333.33
73.50,6.29,333.33
73.50,6.25,333.33
73.37,6.25,333.33
73.57,6.25,333.33
73.44,6.21,333.33
73.18,6.21,333.33
73.37,6.21,333.33
73.31,6.17,333.33
73.57,6.09,333.33
72.98,6.02,333.33
73.31,5.86,333.33
73.37,5.59,333.33
73.18,5.35,333.33
73.37,5.16,333.33
73.44,5.08,333.33
73.31,5.00,333.33
73.31,4.96,333.33
73.31,4.92,333.33
73.11,4.92,333.33
73.37,4.92,333.33
73.31,4.84,333.33
73.24,4.84,333.33
73.24,4.84,333.33
73.18,4.84,333.33
73.24,4.88,333.33
73.37,4.88,333.33
73.50,4.96,333.33
73.57,5.16,333.33
73.44,5.63,333.33
73.57,6.09,333.33
73.37,6.45,333.33
73.83,6.76,333.33
73.37,6.91,333.33
73.31,6.95,333.33
73.50,7.03,333.33
73.37,6.99,333.33
73.05,7.07,333.33
73.24,7.07,333.33
73.37,6.95,333.33
73.37,6.88,333.33
73.24,6.88,333.33
73.31,6.91,333.33
73.44,6.88,333.33
73.05,6.84,333.33
72.98,6.80,333.33
72.98,6.76,333.33
73.24,6.68,333.33
72.98,6.64,333.33
73.37,6.64,333.33
73.44,6.56,333.33
73.44,6.60,333.33
73.37,6.56,333.33
73.05,6.52,333.33
73.37,6.52,333.33
73.31,6.48,333.33
73.50,6.48,333.33
73.50,6.45,333.33
73.31,6.45,333.33
73.57,6.45,333.33
73.18,6.37,333.33
73.31,6.37,333.33
73.57,6.37,333.33
73.44,6.37,333.33
73.57,6.37,333.33
73.44,6.33,333.33
73.31,6.29,333.33
73.44,6.29,333.33
73.50,6.21,333.33
73.50,6.21,333.33
73.31,6.09,333.33
73.44,5.98,333.33
73.31,5.74,333.33
73.11,5.55,333.33
73.57,5.35,333.33
73.37,5.31,333.33
72.98,5.23,333.33
73.18,5.12,333.33
73.44,5.12,333.33
73.37,5.08,333.33
73.31,5.04,333.33
73.37,5.04,333.33
73.11,5.04,333.33
73.24,5.04,333.33
73.18,5.00,333.33
73.18,5.08,333.33
73.44,5.12,333.33
73.05,5.23,333.33
73.57,5.51,333.33
72.92,5.94,333.33
73.50,6.25,333.33
73.31,6.41,333.33
73.44,6.64,333.33
73.31,6.84,333.33
73.31,7.03,333.33
73.37,7.19,333.33
72.98,7.30,333.33
73.24,7.30,333.33
73.50,7.27,333.33
73.57,7.15,333.33
73.18,6.99,333.33
73.37,6.84,333.33
73.37,6.80,333.33
73.18,6.72,333.33
73.11,6.64,333.33
73.18,6.60,333.33
73.11,6.60,333.33
73.24,6.52,333.33
