Flow (l/min), Pressure (cmH2O), Volume (ml)

33.66,4.65,333.33
33.72,4.49,333.33
33.79,4.38,333.33
33.98,4.30,333.33
34.31,4.22,333.33
34.77,4.18,333.33
36.00,4.10,333.33
54.17,5.43,337.24
73.05,9.18,348.31
83.85,13.79,366.54
81.84,16.80,391.93
75.91,17.50,419.92
70.77,17.03,447.27
70.44,16.68,473.31
71.29,16.95,497.40
70.38,17.23,522.14
68.82,17.19,546.22
67.12,17.15,569.01
65.63,17.11,591.15
63.93,17.11,611.98
62.37,16.95,632.81
61.26,16.80,651.69
60.61,16.72,670.57
60.48,16.52,688.80
60.35,16.88,706.38
59.31,17.34,722.66
57.10,17.34,738.93
55.14,17.07,755.21
54.17,16.88,769.53
46.88,15.90,785.16
8.98,11.02,794.27
0.59,7.73,782.55
-1.11,6.80,762.37
0.52,5.94,742.19
3.13,5.43,722.66
5.14,5.35,703.13
5.92,5.51,684.90
6.58,5.31,666.67
7.94,5.04,650.39
7.94,5.23,632.81
6.71,5.51,615.23
5.79,5.63,596.35
3.91,5.78,576.82
2.54,5.70,557.29
3.19,5.23,537.76
6.77,4.49,520.83
12.96,3.98,506.51
18.42,4.34,494.79
20.51,5.20,483.07
20.18,5.63,473.31
19.86,5.55,464.84
20.51,5.16,457.03
22.98,4.65,450.52
26.56,4.61,445.31
27.86,5.04,440.10
28.45,5.08,436.85
28.97,4.96,433.59
29.69,4.88,431.64
30.01,4.96,429.04
30.21,4.96,427.08
30.47,4.88,425.13
30.66,4.88,423.18
30.86,4.92,421.22
30.99,4.92,419.92
31.05,4.92,417.97
31.12,4.88,416.67
31.45,4.73,416.02
32.94,4.10,416.67
37.43,4.30,350.91
56.12,7.27,336.59
70.90,10.43,348.31
79.62,13.98,367.84
80.47,16.37,392.58
77.67,17.38,420.57
72.33,17.42,447.92
69.66,16.95,473.96
70.25,16.91,498.05
69.53,17.27,521.48
67.19,17.46,544.27
63.61,17.38,565.76
60.74,17.11,585.94
59.77,17.03,604.17
59.05,16.88,621.74
58.53,17.23,638.02
56.05,17.66,652.34
51.43,17.38,666.67
49.22,16.91,679.04
49.74,16.80,690.10
49.87,16.91,700.52
49.67,16.91,711.59
49.67,16.84,722.66
38.22,15.16,736.33
0.85,10.04,738.93
-6.12,8.01,720.05
-6.77,6.52,697.27
-3.52,5.63,673.83
0.91,5.16,652.34
6.32,4.84,633.46
9.18,5.23,615.23
8.92,5.63,598.31
8.01,5.59,582.03
8.27,5.35,565.76
8.66,5.20,549.48
9.24,5.08,533.20
11.13,5.00,518.23
12.50,5.04,503.91
13.54,5.08,490.23
13.93,5.08,477.21
14.78,5.08,464.84
15.56,5.12,452.47
16.34,5.12,440.76
17.19,5.08,429.69
19.53,4.77,420.57
21.29,5.20,411.46
21.68,5.35,402.99
22.40,5.16,395.83
24.02,5.04,389.32
26.04,5.04,384.11
27.41,5.04,379.56
28.39,4.88,376.30
29.82,4.77,373.70
30.92,4.73,371.74
31.32,4.84,370.44
31.38,4.88,369.14
31.38,4.92,367.84
31.45,4.92,366.54
31.51,4.80,365.23
32.42,4.41,364.58
32.42,5.31,362.63
31.38,5.78,360.68
30.66,5.78,358.72
30.21,5.90,356.77
29.62,6.02,354.17
29.23,6.02,351.56
29.10,5.94,348.96
29.23,5.82,346.35
29.30,5.74,343.75
29.23,5.70,341.15
29.23,5.74,338.54
29.23,5.70,335.94
29.30,5.63,333.33
29.62,5.31,333.33
30.47,4.84,333.33
30.40,5.39,333.33
30.14,5.63,333.33
29.88,5.63,333.33
29.82,5.63,333.33
29.69,5.70,333.33
29.43,5.74,333.33
29.36,5.63,333.33
29.56,5.47,333.33
29.62,5.39,333.33
29.62,5.35,333.33
29.69,5.35,333.33
29.69,5.31,333.33
29.82,5.16,333.33
30.34,4.69,333.33
31.77,4.38,333.33
31.64,5.04,333.33
31.51,5.12,333.33
31.51,4.92,333.33
31.45,4.96,333.33
31.38,5.08,333.33
31.45,5.08,333.33
31.51,4.92,333.33
31.58,4.80,333.33
31.58,4.80,333.33
31.58,4.80,333.33
