Flow (l/min), Pressure (cmH2O), Volume (ml)

18.55,5.08,453.78
19.60,5.04,444.66
20.96,5.12,435.55
21.42,5.12,427.73
22.07,5.12,419.92
22.66,5.12,412.76
23.24,5.12,405.60
23.63,5.20,399.09
23.89,5.20,392.58
24.80,4.96,386.72
26.43,4.92,382.16
26.69,5.31,376.30
26.63,5.47,371.74
26.69,5.51,367.19
26.69,5.51,362.63
26.63,5.59,358.07
26.50,5.63,353.52
26.50,5.51,348.96
26.56,5.47,344.40
26.56,5.39,340.49
26.69,5.31,335.94
26.82,5.27,333.33
26.82,5.23,333.33
26.89,5.20,333.33
26.89,5.20,333.33
27.21,4.92,333.33
28.13,4.69,333.33
28.65,5.00,333.33
28.58,5.12,333.33
28.65,5.12,333.33
28.58,5.12,333.33
28.58,5.16,333.33
28.58,5.16,333.33
28.71,5.04,333.33
28.71,4.92,333.33
28.97,4.80,333.33
29.43,4.73,333.33
30.08,4.77,333.33
30.47,4.73,333.33
30.66,4.80,333.33
30.73,4.80,333.33
31.12,4.53,333.33
32.55,4.14,333.33
33.01,4.53,333.33
32.94,4.73,333.33
33.01,4.65,333.33
32.94,4.61,333.33
32.94,4.65,333.33
32.94,4.65,333.33
33.20,4.34,333.33
34.11,4.10,333.33
36.85,3.95,333.33
57.16,5.63,339.19
74.61,10.20,350.26
81.90,14.45,369.14
80.60,16.72,395.18
75.26,17.27,423.18
70.44,16.60,451.17
71.55,15.94,477.86
72.59,16.45,502.60
72.01,16.99,526.69
69.73,17.11,551.43
67.58,16.95,575.52
65.89,16.72,598.31
64.26,16.60,619.79
63.35,16.45,640.63
63.09,16.33,660.81
62.63,16.29,680.34
62.37,16.37,699.87
62.17,16.56,718.10
61.52,16.76,736.98
61.07,16.91,755.21
59.77,17.15,772.14
57.81,17.11,789.71
45.18,15.51,807.29
-0.39,10.31,812.50
-7.16,8.01,792.97
-7.81,6.76,768.88
-5.21,5.98,744.14
-2.41,5.66,720.70
0.00,5.51,697.92
2.67,5.39,677.08
4.69,5.31,657.55
6.90,5.23,639.32
8.72,5.20,623.05
10.29,5.20,606.77
11.20,5.16,591.80
12.43,5.16,577.47
13.61,5.16,564.45
15.69,5.00,552.08
18.16,5.04,541.02
18.88,5.39,530.60
18.62,5.47,520.83
18.68,5.35,511.07
18.82,5.23,501.95
19.01,5.20,492.19
19.21,5.12,483.07
19.66,5.00,473.96
21.03,5.00,465.49
22.07,5.08,457.68
22.59,5.12,449.87
23.11,5.12,443.36
23.44,5.16,436.20
23.83,5.16,429.69
24.22,5.20,423.83
25.00,4.96,418.62
26.76,4.92,413.41
27.15,5.27,408.20
27.02,5.39,403.65
27.02,5.43,399.74
27.02,5.43,395.18
26.95,5.51,391.28
26.82,5.55,386.72
26.89,5.47,382.16
26.82,5.39,378.26
27.02,5.31,374.35
27.08,5.23,370.44
27.08,5.20,366.54
27.21,5.12,361.98
27.21,5.12,358.07
27.21,5.08,354.17
27.60,4.84,350.91
28.97,4.57,348.31
29.49,4.92,345.05
29.43,5.08,341.80
29.43,5.08,339.19
29.30,5.12,336.59
29.23,5.20,333.33
29.10,5.27,333.33
29.04,5.23,333.33
29.04,5.23,333.33
28.97,5.16,333.33
29.04,5.12,333.33
29.04,5.12,333.33
29.10,5.12,333.33
28.97,5.16,333.33
29.04,5.12,333.33
29.23,4.92,333.33
29.88,4.41,333.33
30.21,4.69,333.33
30.21,4.84,333.33
30.14,4.80,333.33
30.21,4.84,333.33
30.08,4.92,333.33
29.88,5.08,333.33
29.95,5.04,333.33
29.95,5.04,333.33
29.95,5.04,333.33
30.08,4.96,333.33
30.01,4.96,333.33
30.08,4.96,333.33
30.01,4.96,333.33
30.01,5.00,333.33
30.14,4.80,333.33
30.86,4.26,333.33
31.64,4.53,333.33
31.64,4.77,333.33
31.64,4.77,333.33
32.29,4.80,333.33
51.17,6.60,333.98
66.34,10.78,340.49
73.11,14.41,355.47
71.81,16.68,375.65
65.49,17.30,397.79
59.38,16.88,417.97
58.72,16.48,435.55
58.85,16.76,451.82
57.68,16.95,468.10
56.18,16.99,483.72
