Flow (l/min), Pressure (cmH2O), Volume (ml)

83.20,7.81,333.33
83.53,7.89,333.33
83.20,7.89,333.33
83.14,7.89,333.33
83.46,7.89,333.33
83.27,7.85,333.33
83.01,7.85,333.33
83.27,7.89,333.33
83.27,7.89,333.33
83.66,7.89,333.33
83.59,7.89,333.33
83.33,7.85,333.33
83.07,7.85,333.33
83.20,7.85,333.33
83.59,7.85,333.33
83.40,7.85,333.33
83.40,7.89,333.33
83.46,7.85,333.33
83.53,7.85,333.33
83.53,7.85,333.33
83.46,7.89,333.33
83.14,7.85,333.33
83.66,7.85,333.33
83.46,7.85,333.33
83.27,7.85,333.33
83.59,7.81,333.33
83.72,7.81,333.33
83.20,7.81,333.33
83.66,7.70,333.33
83.46,7.62,333.33
83.01,7.58,333.33
83.33,7.54,333.33
83.14,7.54,333.33
83.20,7.50,333.33
82.94,7.54,333.33
83.07,7.58,333.33
83.46,7.50,333.33
83.46,7.50,333.33
83.20,7.50,333.33
83.01,7.46,333.33
83.27,7.50,333.33
83.01,7.50,333.33
83.33,7.54,333.33
83.40,7.54,333.33
83.33,7.50,333.33
83.40,7.54,333.33
83.01,7.54,333.33
83.27,7.54,333.33
83.40,7.54,333.33
83.40,7.58,333.33
83.20,7.62,333.33
83.27,7.62,333.33
83.59,7.70,333.33
83.53,7.81,333.33
83.40,7.85,333.33
82.94,7.85,333.33
83.33,7.85,333.33
83.27,7.85,333.33
83.27,7.85,333.33
83.01,7.81,333.33
83.72,7.81,333.33
83.53,7.77,333.33
83.33,7.81,333.33
83.20,7.81,333.33
83.53,7.77,333.33
83.20,7.85,333.33
83.14,7.89,333.33
83.20,7.93,333.33
83.14,7.93,333.33
83.07,7.89,333.33
83.27,7.89,333.33
83.33,7.89,333.33
83.33,7.93,333.33
83.33,7.89,333.33
83.53,7.93,333.33
83.33,7.89,333.33
83.20,7.89,333.33
83.46,7.93,333.33
83.72,7.97,333.33
83.07,7.97,333.33
83.20,7.93,333.33
83.14,7.93,333.33
83.53,7.93,333.33
83.72,7.89,333.33
82.94,7.89,333.33
83.27,7.89,333.33
83.27,7.85,333.33
83.20,7.81,333.33
83.33,7.81,333.33
83.20,7.81,333.33
83.46,7.81,333.33
83.53,7.77,333.33
83.46,7.66,333.33
83.46,7.58,333.33
83.40,7.58,333.33
83.46,7.54,333.33
83.40,7.50,333.33
83.59,7.54,333.33
83.01,7.54,333.33
83.20,7.46,333.33
83.40,7.54,333.33
83.46,7.54,333.33
83.53,7.50,333.33
83.40,7.54,333.33
83.59,7.54,333.33
83.27,7.54,333.33
83.72,7.54,333.33
83.53,7.54,333.33
83.40,7.54,333.33
83.20,7.58,333.33
83.46,7.58,333.33
83.66,7.58,333.33
83.27,7.62,333.33
83.40,7.58,333.33
83.53,7.62,333.33
83.20,7.66,333.33
83.59,7.73,333.33
83.20,7.81,333.33
83.27,7.89,333.33
83.40,7.89,333.33
83.20,7.89,333.33
83.53,7.81,333.33
83.01,7.85,333.33
83.14,7.85,333.33
83.20,7.85,333.33
83.53,7.85,333.33
83.33,7.85,333.33
83.72,7.85,333.33
83.40,7.89,333.33
83.46,7.89,333.33
83.27,7.89,333.33
83.07,7.93,333.33
83.33,7.89,333.33
83.27,7.89,333.33
83.27,7.89,333.33
83.33,7.85,333.33
83.20,7.85,333.33
83.14,7.85,333.33
83.33,7.81,333.33
83.59,7.77,333.33
83.27,7.66,333.33
83.72,7.70,333.33
83.46,7.81,333.33
83.66,7.85,333.33
83.14,7.89,333.33
83.07,7.85,333.33
83.14,7.89,333.33
83.53,7.89,333.33
83.14,7.89,333.33
83.72,7.89,333.33
83.27,7.93,333.33
83.20,7.93,333.33
83.01,7.93,333.33
83.53,7.93,333.33
83.27,7.89,333.33
83.33,7.81,333.33
83.14,7.77,333.33
83.40,7.70,333.33
83.33,7.81,333.33
83.33,8.09,333.33
83.40,8.20,333.33
83.53,8.28,333.33
83.40,8.32,333.33
83.46,8.24,333.33
83.33,8.13,333.33
83.20,7.97,333.33
83.72,7.89,333.33
83.46,7.85,333.33
83.33,7.85,333.33
83.20,7.85,333.33
82.94,7.89,333.33
83.53,7.85,333.33
83.27,7.85,333.33
83.46,7.85,333.33
83.14,7.81,333.33
83.07,7.85,333.33
83.40,7.89,333.33
83.46,7.89,333.33
83.27,7.85,333.33
83.14,7.85,333.33
83.53,7.89,333.33
83.07,7.93,333.33
83.33,8.01,333.33
83.59,8.05,333.33
83.20,8.01,333.33
83.46,7.97,333.33
83.53,7.97,333.33
83.66,7.89,333.33
82.88,7.89,333.33
83.53,7.85,333.33
83.27,7.81,333.33
83.40,7.73,333.33
83.46,7.73,333.33
83.79,7.70,333.33
83.14,7.77,333.33
83.20,7.81,333.33
83.46,7.77,333.33
82.88,7.62,333.33
83.27,7.58,333.33
83.27,7.50,333.33
83.20,7.46,333.33
83.20,7.46,333.33
83.27,7.42,333.33
82.88,7.42,333.33
83.27,7.42,333.33
83.27,7.42,333.33
83.07,7.42,333.33
83.20,7.42,333.33
82.94,7.42,333.33
83.01,7.46,333.33
83.20,7.50,333.33
83.07,7.50,333.33
83.14,7.58,333.33
83.53,7.66,333.33
83.27,7.73,333.33
83.59,7.81,333.33
83.14,7.81,333.33
83.14,7.85,333.33
83.27,7.89,333.33
83.20,7.93,333.33
83.66,7.89,333.33
83.33,7.89,333.33
83.20,7.89,333.33
83.53,7.89,333.33
83.27,7.93,333.33
83.27,7.97,333.33
83.40,7.89,333.33
83.46,7.85,333.33
83.27,7.85,333.33
83.59,7.81,333.33
83.53,7.81,333.33
83.14,7.85,333.33
83.59,7.89,333.33
83.27,7.89,333.33
83.59,7.89,333.33
83.46,7.85,333.33
83.66,7.85,333.33
82.94,7.81,333.33
83.72,7.85,333.33
83.27,7.89,333.33
83.53,7.89,333.33
83.85,7.85,333.33
83.20,7.85,333.33
83.14,7.89,333.33
83.40,7.93,333.33
83.59,7.89,333.33
83.33,7.85,333.33
83.20,7.77,333.33
83.20,7.70,333.33
83.46,7.58,333.33
