Flow (l/min), Pressure (cmH2O), Volume (ml)

68.75,7.73,705.08
72.79,8.55,728.52
73.11,9.18,753.26
70.64,9.45,777.99
68.23,9.22,802.73
66.41,8.71,826.82
66.28,8.24,849.61
67.58,7.85,873.05
69.27,7.62,897.14
74.02,7.97,921.88
76.69,9.06,947.27
74.41,9.61,973.96
70.70,9.49,1000.00
67.64,9.02,1025.39
66.86,8.48,1049.48
66.93,8.44,1071.61
67.06,8.83,1093.10
66.54,9.26,1114.58
63.80,9.69,1134.11
58.07,10.12,1151.69
49.28,10.43,1164.06
33.72,10.16,1170.57
10.42,8.48,1166.67
-3.78,7.58,1148.44
-10.68,6.48,1123.70
-12.96,5.94,1095.05
-12.76,5.51,1065.10
-11.33,5.27,1035.81
-9.37,5.00,1007.16
-5.66,4.80,980.47
-2.21,4.96,955.08
0.20,5.16,932.29
0.33,5.16,910.16
0.85,5.04,888.67
2.41,5.00,867.84
4.36,5.00,847.66
6.84,4.96,829.43
9.70,4.96,812.50
12.50,4.96,798.18
15.23,4.96,785.16
16.80,5.16,773.44
16.47,5.27,761.72
15.95,5.27,750.00
15.43,5.16,738.93
15.23,5.04,727.21
14.58,5.27,714.19
13.09,5.31,701.17
12.76,5.12,688.15
13.48,5.00,674.48
14.71,4.96,662.11
16.02,4.96,649.74
17.32,4.96,638.67
18.49,5.00,628.26
19.79,5.00,619.14
21.09,5.00,610.68
22.14,5.08,602.86
22.46,5.12,595.05
22.46,5.16,587.89
22.66,5.00,581.38
24.15,4.80,574.87
25.72,5.04,569.01
25.91,5.31,563.15
25.46,5.39,557.94
25.00,5.35,552.73
24.67,5.31,546.88
24.54,5.27,541.02
24.61,5.12,535.81
25.07,5.04,530.60
25.78,4.96,525.39
26.82,5.00,520.83
27.41,5.08,516.28
27.47,5.16,512.37
27.41,5.20,507.81
27.47,5.20,503.91
27.93,4.88,501.30
28.78,4.88,498.05
28.84,5.16,494.14
28.71,5.20,490.89
28.71,5.16,488.28
28.71,5.16,485.03
28.78,5.16,481.77
28.84,5.04,479.17
29.10,4.84,476.56
30.08,4.69,474.61
31.38,4.57,472.66
32.16,4.61,472.01
32.23,4.77,471.35
31.84,5.08,469.40
29.75,5.90,465.49
28.58,5.39,464.19
28.45,5.35,460.94
27.60,5.59,456.38
26.43,5.63,452.47
25.78,5.47,447.92
25.39,5.31,443.36
25.26,5.23,438.15
25.20,5.12,432.94
25.72,5.00,427.73
26.24,4.92,423.18
27.21,4.96,418.62
27.67,5.08,414.71
27.80,5.08,410.81
27.99,5.08,407.55
28.06,5.00,403.65
28.71,4.77,401.04
29.95,4.65,398.44
30.47,4.80,396.48
30.86,4.73,394.53
31.84,4.41,393.88
33.14,4.26,393.23
34.64,4.10,393.23
39.06,3.87,334.64
51.89,4.88,342.45
60.29,6.48,354.17
66.28,7.46,371.74
71.35,8.09,393.88
73.63,8.95,417.97
